"Местное время в Иркутске (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.06.2018 23:00";"17.3";"709.4";"751.9";"";"96";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"40%.";"1500-2000";"";"";"10.0";"16.6";"";"";"";"";"";"";
"14.06.2018 20:00";"19.3";"709.0";"751.1";"";"86";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"23.6";"";"20–30%.";"1500-2000";"";"";"10.0";"16.9";"";"";"";"";"";"";
"14.06.2018 17:00";"21.7";"708.5";"750.3";"";"70";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"15.9";"";"";"";"";"";"";
"14.06.2018 14:00";"23.0";"709.0";"750.7";"";"61";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"15.0";"";"";"";"";"";"";
"14.06.2018 11:00";"21.7";"709.9";"751.9";"";"65";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"14.8";"";"";"";"";"";"";
"14.06.2018 08:00";"17.5";"710.6";"753.2";"";"75";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"12.8";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"12.9";"";"";"";"";"";"";
"14.06.2018 05:00";"12.9";"710.8";"754.1";"";"90";"Ветер, дующий с юга";"5";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"11.3";"";"";"";"";"";"";
"14.06.2018 02:00";"15.3";"711.1";"754.0";"";"73";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.5";"";"";"";"";"";"";
"13.06.2018 23:00";"16.6";"710.7";"753.4";"";"68";"Ветер, дующий с юго-юго-востока";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.6";"";"";"";"";"";"";
"13.06.2018 20:00";"21.5";"710.2";"752.2";"";"55";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"";"28.3";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"12.1";"";"";"";"";"";"";
"13.06.2018 17:00";"27.4";"709.4";"750.5";"";"33";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"";"";"10.0";"9.7";"";"";"";"";"";"";
"13.06.2018 11:00";"25.8";"710.8";"752.2";"";"40";"Ветер, дующий с востоко-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"11.3";"";"";"";"";"";"";
"13.06.2018 05:00";"10.3";"711.1";"754.9";"";"88";"Ветер, дующий с востока";"3";"";"";"50%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"8.4";"";"";"";"";"";"";
"13.06.2018 02:00";"12.3";"711.1";"754.6";"";"80";"Ветер, дующий с востока";"3";"";"";"50%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"9.0";"";"";"";"";"";"";
"12.06.2018 23:00";"17.1";"710.8";"753.6";"";"64";"Ветер, дующий с юго-юго-востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.3";"";"";"";"";"";"";
"12.06.2018 20:00";"25.3";"710.3";"751.8";"";"35";"Ветер, дующий с западо-северо-запада";"4";"";"";"100%.";" ";"";"";"";"28.0";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"8.6";"";"";"";"";"";"";
"12.06.2018 17:00";"27.3";"710.2";"751.5";"";"29";"Ветер, дующий с северо-запада";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"50%.";"1500-2000";"";"";"10.0";"7.5";"";"";"";"";"";"";
"12.06.2018 14:00";"26.5";"711.2";"752.6";"";"32";"Ветер, дующий с северо-запада";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"50%.";"1500-2000";"";"";"10.0";"8.6";"";"";"";"";"";"";
"12.06.2018 11:00";"22.7";"712.2";"754.2";"";"44";"Ветер, дующий с юго-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"9.9";"";"";"";"";"";"";
"12.06.2018 08:00";"15.8";"712.5";"755.5";"";"76";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"8.5";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"11.6";"";"";"";"";"";"";
"12.06.2018 05:00";"8.5";"712.2";"756.3";"";"97";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"8.0";"";"";"";"";"";"";
"12.06.2018 02:00";"12.6";"711.7";"755.2";"";"84";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.0";"";"";"";"";"";"";
"11.06.2018 23:00";"15.8";"711.6";"754.6";"";"67";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"9.6";"";"";"";"";"";"";
"11.06.2018 20:00";"19.6";"710.8";"753.1";"";"59";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"";"26.0";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"11.3";"";"";"";"";"";"";
"11.06.2018 17:00";"25.4";"710.3";"751.8";"";"33";"Ветер, дующий с западо-северо-запада";"6";"";"";"100%.";" ";"";"";"";"";"";"50%.";"1000-1500";"";"";"10.0";"7.9";"";"";"";"";"";"";
"11.06.2018 14:00";"24.0";"710.7";"752.4";"";"38";"Ветер, дующий с западо-северо-запада";"7";"10";"";"70 – 80%.";" ";"";"";"";"";"";"50%.";"1000-1500";"";"";"10.0";"8.6";"";"";"";"";"";"";
"11.06.2018 11:00";"20.6";"711.6";"753.8";"";"47";"Ветер, дующий с северо-запада";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"";"";"10.0";"9.0";"";"";"";"";"";"";
"11.06.2018 08:00";"13.7";"712.2";"755.5";"";"71";"Ветер, дующий с северо-запада";"4";"";"";"100%.";" ";"";"";"10.3";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"8.5";"";"";"";"";"";"";
"11.06.2018 05:00";"10.3";"712.0";"755.8";"";"85";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"7.9";"";"";"";"";"";"";
"11.06.2018 02:00";"11.7";"712.0";"755.5";"";"76";"Ветер, дующий с северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"1500-2000";"";"";"10.0";"7.6";"";"";"";"";"";"";
"10.06.2018 23:00";"14.0";"711.9";"755.2";"";"63";"Ветер, дующий с северо-запада";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"6.9";"";"";"";"";"";"";
"10.06.2018 20:00";"19.1";"711.1";"753.7";"";"42";"Ветер, дующий с западо-северо-запада";"6";"";"";"100%.";" ";"";"";"";"22.9";"";"20–30%.";"2500 или более, или облаков нет.";"";"";"10.0";"5.9";"";"";"";"";"";"";
"10.06.2018 17:00";"22.5";"710.8";"752.7";"";"39";"Ветер, дующий с северо-запада";"7";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"";"";"10.0";"7.8";"";"";"";"";"";"";
"10.06.2018 14:00";"21.2";"711.1";"753.2";"";"42";"Ветер, дующий с северо-запада";"7";"11";"";"100%.";" ";"";"";"";"";"";"40%.";"1500-2000";"";"";"10.0";"7.8";"";"";"";"";"";"";
"10.06.2018 11:00";"15.7";"712.6";"755.6";"";"75";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"";"40%.";"300-600";"";"";"10.0";"11.3";"";"";"";"";"";"";
"10.06.2018 08:00";"14.5";"712.7";"755.9";"";"84";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"9.8";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"11.8";"";"";"";"";"";"";
"10.06.2018 05:00";"10.5";"711.8";"755.5";"";"99";"Ветер, дующий с запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.4";"";"";"";"";"";"";
"10.06.2018 02:00";"12.5";"711.6";"755.0";"";"99";"Ветер, дующий с юга";"2";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";" ";"";"";"";"";"";"";"";"";"";"0.1";"12.4";"";"";"";"";"";"";
"09.06.2018 23:00";"14.5";"711.2";"754.3";"";"97";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"14.1";"";"";"";"";"";"";
"09.06.2018 20:00";"17.2";"711.1";"753.8";"";"83";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"24.7";"";"20–30%.";"1500-2000";"";"";"10.0";"14.3";"";"";"";"";"";"";
"09.06.2018 17:00";"17.1";"709.9";"752.5";"";"82";"Ветер, дующий с северо-запада";"12";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"1500-2000";"";"";"10.0";"13.9";"";"";"";"";"";"";
"09.06.2018 14:00";"23.4";"709.3";"751.0";"";"48";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"";"";"10.0";"11.6";"";"";"";"";"";"";
"09.06.2018 11:00";"18.6";"710.8";"753.3";"";"67";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"12.4";"";"";"";"";"";"";
"09.06.2018 08:00";"13.2";"711.2";"754.6";"";"83";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";" ";"";"";"7.4";"";"";"50%.";"100-200";"";"";"10.0";"10.4";"";"";"";"";"";"";
"09.06.2018 05:00";"8.2";"710.6";"754.7";"";"91";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"6.8";"";"";"";"";"";"";
"09.06.2018 02:00";"10.4";"710.7";"754.4";"";"89";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"8.6";"";"";"";"";"";"";
"08.06.2018 23:00";"13.3";"712.0";"755.5";"";"71";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"1500-2000";"";"";"10.0";"8.0";"";"";"";"";"";"";
"08.06.2018 20:00";"16.7";"712.9";"755.8";"";"59";"Ветер, дующий с юго-востока";"3";"";"";"100%.";" ";"";"";"";"25.7";"";"50%.";"1500-2000";"";"";"10.0";"8.5";"";"";"";"";"";"";
"08.06.2018 17:00";"23.8";"711.6";"753.4";"";"46";"Ветер, дующий с северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"40%.";"1500-2000";"";"";"10.0";"11.3";"";"";"";"";"";"";
"08.06.2018 14:00";"22.8";"712.5";"754.4";"";"47";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"11.0";"";"";"";"";"";"";
"08.06.2018 11:00";"17.4";"714.4";"757.2";"";"73";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"1500-2000";"";"";"10.0";"12.5";"";"";"";"";"";"";
"08.06.2018 08:00";"11.3";"716.1";"760.0";"";"97";"Ветер, дующий с западо-северо-запада";"3";"";"";"100%.";" ";"";"";"7.4";"";"";"100%.";"50-100";"";"";"2.1";"10.8";"";"";"";"";"";"";
"08.06.2018 05:00";"8.1";"716.0";"760.4";"";"98";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"2.0";"7.8";"";"";"";"";"";"";
"08.06.2018 02:00";"10.8";"717.5";"761.5";"";"94";"Ветер, дующий с востоко-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"07.06.2018 23:00";"14.9";"718.4";"761.9";"";"81";"Ветер, дующий с северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"1500-2000";"";"";"10.0";"11.6";"";"";"";"";"";"";
"07.06.2018 20:00";"20.3";"718.3";"761.0";"";"52";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"24.4";"";"50%.";"1500-2000";"";"";"10.0";"10.0";"";"";"";"";"";"";
"07.06.2018 17:00";"21.6";"718.3";"760.8";"";"38";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"60%.";"1000-1500";"";"";"10.0";"6.5";"";"";"";"";"";"";
"07.06.2018 14:00";"23.9";"719.4";"761.6";"";"40";"Ветер, дующий с западо-юго-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"50%.";"2500 или более, или облаков нет.";"";"";"10.0";"9.3";"";"";"";"";"";"";
"07.06.2018 11:00";"18.9";"721.0";"764.1";"";"54";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"";"";"10.0";"9.3";"";"";"";"";"";"";
"07.06.2018 08:00";"14.3";"722.5";"766.3";"";"83";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"12.0";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"11.5";"";"";"";"";"";"";
"07.06.2018 05:00";"12.2";"722.6";"766.7";"";"96";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"40%.";"1500-2000";"";"";"10.0";"11.6";"";"";"";"";"";"";
"07.06.2018 02:00";"13.5";"722.6";"766.5";"";"90";"Ветер, дующий с северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"40%.";"600-1000";"";"";"10.0";"11.8";"";"";"";"";"";"";
"06.06.2018 23:00";"16.2";"721.7";"765.2";"";"55";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"7.0";"";"";"";"";"";"";
"06.06.2018 20:00";"21.1";"720.8";"763.6";"";"39";"Ветер, дующий с северо-запада";"5";"";"";"100%.";" ";"";"";"";"25.1";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"6.4";"";"";"";"";"";"";
"06.06.2018 17:00";"23.7";"720.4";"762.8";"";"27";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"";"";"10.0";"3.8";"";"";"";"";"";"";
"06.06.2018 11:00";"20.0";"721.9";"764.8";"";"46";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"7.9";"";"";"";"";"";"";
"06.06.2018 08:00";"10.2";"722.2";"766.6";"";"99";"Ветер, дующий с юго-юго-востока";"2";"";"";"20–30%.";" ";"";"";"6.1";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.1";"";"";"";"";"";"";
"06.06.2018 05:00";"6.6";"721.6";"766.7";"";"99";"Ветер, дующий с северо-востока";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";" ";"";"";"";"";"";"";"";"";"";"0.1";"6.5";"";"";"";"";"";"";
"06.06.2018 02:00";"10.0";"721.2";"765.6";"";"98";"Ветер, дующий с юга";"1";"";"";"60%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"9.7";"";"";"";"";"";"";
"05.06.2018 23:00";"12.7";"721.0";"764.9";"";"86";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.4";"";"";"";"";"";"";
"05.06.2018 20:00";"15.3";"720.4";"763.9";"";"72";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"16.3";"";"20–30%.";"2500 или более, или облаков нет.";"";"";"10.0";"10.2";"";"";"";"";"";"";
"05.06.2018 17:00";"16.0";"719.8";"763.3";"";"60";"Ветер, дующий с северо-запада";"6";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"1500-2000";"";"";"10.0";"8.2";"";"";"";"";"";"";
"05.06.2018 14:00";"13.6";"719.8";"763.5";"";"84";"Ветер, дующий с западо-северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"50%.";"600-1000";"";"";"10.0";"10.9";"";"";"";"";"";"";
"05.06.2018 11:00";"10.3";"719.7";"763.9";"";"95";"Ветер, дующий с западо-северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"100%.";"200-300";"";"";"10.0";"9.6";"";"";"";"";"";"";
"05.06.2018 08:00";"11.2";"718.6";"762.7";"";"77";"Ветер, дующий с западо-северо-запада";"7";"";"";"100%.";" ";"";"";"10.7";"";"";"100%.";"300-600";"";"";"10.0";"7.3";"";"";"";"";"";"";
"05.06.2018 05:00";"10.8";"717.2";"761.2";"";"80";"Ветер, дующий с западо-северо-запада";"7";"";"";"100%.";" ";"";"";"";"";"";"100%.";"300-600";"";"";"10.0";"7.5";"";"";"";"";"";"";
"05.06.2018 02:00";"11.1";"716.2";"760.1";"";"74";"Ветер, дующий с западо-северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"50%.";"1000-1500";"";"";"10.0";"6.5";"";"";"";"";"";"";
