"Местное время в Усолье-Сибирском";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.07.2020 20:00";"16.0";"722.0";"";"";"54";"Ветер, дующий с северо-запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.07.2020 17:00";"18.0";"722.0";"";"";"51";"Ветер, дующий с севера";"4";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.07.2020 14:00";"18.0";"722.0";"";"";"50";"Ветер, дующий с северо-запада";"2";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.07.2020 11:00";"17.0";"723.0";"";"";"59";"Ветер, дующий с севера";"4";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.07.2020 08:00";"14.0";"722.0";"";"";"71";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.07.2020 05:00";"14.0";"721.0";"";"";"77";"Ветер, дующий с северо-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.07.2020 02:00";"15.0";"720.0";"";"";"88";"Ветер, дующий с северо-запада";"3";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2020 23:00";"17.0";"718.0";"";"";"93";"Ветер, дующий с запада";"4";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2020 20:00";"17.0";"716.0";"";"";"89";"Ветер, дующий с северо-запада";"4";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2020 17:00";"18.0";"714.0";"";"";"88";"Ветер, дующий с северо-запада";"2";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2020 14:00";"19.0";"714.0";"";"";"85";"Ветер, дующий с северо-запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2020 11:00";"19.0";"714.0";"";"";"94";"Ветер, дующий с запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2020 08:00";"17.0";"713.0";"";"";"94";"Ветер, дующий с запада";"1";"";"";"";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2020 05:00";"19.0";"713.0";"";"";"93";"Ветер, дующий с северо-запада";"3";"";"";"";"Гроза, но без осадков, в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2020 02:00";"19.0";"713.0";"";"";"94";"Ветер, дующий с запада";"2";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2020 23:00";"23.0";"711.0";"";"";"73";"Ветер, дующий с северо-востока";"1";"";"";"";"Ливневая снежная крупа или небольшой град с дождем или без него, или дождь со снегом слабые в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2020 20:00";"26.0";"713.0";"";"";"55";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2020 17:00";"32.0";"712.0";"";"";"33";"Ветер, дующий с юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2020 14:00";"31.0";"714.0";"";"";"42";"Ветер, дующий с востока";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2020 11:00";"27.0";"715.0";"";"";"52";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2020 08:00";"20.0";"716.0";"";"";"73";"Ветер, дующий с востока";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2020 05:00";"14.0";"716.0";"";"";"90";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2020 02:00";"16.0";"717.0";"";"";"93";"Ветер, дующий с востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2020 23:00";"18.0";"717.0";"";"";"90";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2020 20:00";"26.0";"717.0";"";"";"51";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2020 17:00";"29.0";"717.0";"";"";"40";"Ветер, дующий с юго-востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2020 14:00";"27.0";"718.0";"";"";"48";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2020 11:00";"25.0";"719.0";"";"";"57";"Ветер, дующий с востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2020 08:00";"19.0";"720.0";"";"";"76";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2020 05:00";"14.0";"719.0";"";"";"94";"Ветер, дующий с юго-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2020 02:00";"16.0";"719.0";"";"";"94";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2020 23:00";"17.0";"719.0";"";"";"92";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2020 20:00";"22.0";"719.0";"";"";"78";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2020 17:00";"22.0";"719.0";"";"";"67";"Ветер, дующий с юга";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2020 14:00";"19.0";"719.0";"";"";"78";"Ветер, дующий с запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2020 11:00";"16.0";"719.0";"";"";"91";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2020 08:00";"17.0";"719.0";"";"";"85";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2020 05:00";"17.0";"718.0";"";"";"84";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2020 02:00";"18.0";"717.0";"";"";"92";"Ветер, дующий с запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2020 23:00";"18.0";"716.0";"";"";"93";"Ветер, дующий с запада";"1";"";"";"";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2020 20:00";"25.0";"714.0";"";"";"53";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2020 17:00";"30.0";"713.0";"";"";"33";"Ветер, дующий с юго-запада";"1";"";"";"";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2020 14:00";"29.0";"713.0";"";"";"34";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2020 11:00";"26.0";"713.0";"";"";"47";"Ветер, дующий с востока";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2020 08:00";"21.0";"712.0";"";"";"61";"Ветер, дующий с юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2020 05:00";"14.0";"712.0";"";"";"88";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2020 02:00";"15.0";"712.0";"";"";"83";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2020 23:00";"17.0";"712.0";"";"";"80";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2020 20:00";"25.0";"712.0";"";"";"47";"Ветер, дующий с юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2020 17:00";"29.0";"712.0";"";"";"33";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2020 14:00";"28.0";"713.0";"";"";"35";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2020 11:00";"24.0";"713.0";"";"";"52";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2020 08:00";"16.0";"714.0";"";"";"81";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2020 05:00";"10.0";"713.0";"";"";"95";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2020 02:00";"14.0";"713.0";"";"";"94";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2020 23:00";"15.0";"713.0";"";"";"92";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2020 20:00";"20.0";"714.0";"";"";"76";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2020 17:00";"23.0";"714.0";"";"";"55";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2020 14:00";"24.0";"715.0";"";"";"49";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2020 11:00";"21.0";"715.0";"";"";"63";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2020 08:00";"17.0";"716.0";"";"";"77";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2020 05:00";"16.0";"716.0";"";"";"87";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2020 02:00";"17.0";"716.0";"";"";"87";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2020 23:00";"18.0";"716.0";"";"";"86";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2020 20:00";"21.0";"716.0";"";"";"76";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2020 17:00";"23.0";"715.0";"";"";"54";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2020 14:00";"24.0";"715.0";"";"";"58";"Ветер, дующий с северо-запада";"4";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2020 11:00";"20.0";"715.0";"";"";"76";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2020 08:00";"18.0";"715.0";"";"";"90";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2020 05:00";"17.0";"715.0";"";"";"97";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2020 02:00";"18.0";"714.0";"";"";"95";"Штиль, безветрие";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2020 23:00";"19.0";"715.0";"";"";"82";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2020 20:00";"27.0";"712.0";"";"";"58";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2020 17:00";"31.0";"712.0";"";"";"34";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2020 14:00";"30.0";"713.0";"";"";"33";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2020 11:00";"26.0";"714.0";"";"";"48";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2020 08:00";"19.0";"715.0";"";"";"73";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2020 05:00";"12.0";"714.0";"";"";"94";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2020 02:00";"13.0";"714.0";"";"";"93";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2020 23:00";"17.0";"714.0";"";"";"83";"Ветер, дующий с юго-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2020 20:00";"26.0";"714.0";"";"";"52";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2020 17:00";"31.0";"714.0";"";"";"33";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2020 14:00";"30.0";"715.0";"";"";"40";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2020 11:00";"25.0";"716.0";"";"";"52";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2020 08:00";"19.0";"716.0";"";"";"70";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2020 05:00";"11.0";"716.0";"";"";"94";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2020 02:00";"13.0";"716.0";"";"";"94";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2020 23:00";"15.0";"716.0";"";"";"90";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2020 20:00";"19.0";"715.0";"";"";"75";"Ветер, дующий с запада";"2";"";"";"";"Гроза (с осадками или без них). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2020 17:00";"21.0";"715.0";"";"";"70";"Ветер, дующий с запада";"4";"";"";"";"Гроза, но без осадков, в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2020 14:00";"27.0";"714.0";"";"";"50";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2020 11:00";"26.0";"715.0";"";"";"54";"Ветер, дующий с северо-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2020 08:00";"22.0";"715.0";"";"";"65";"Ветер, дующий с северо-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2020 05:00";"17.0";"714.0";"";"";"83";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2020 02:00";"16.0";"714.0";"";"";"93";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2020 23:00";"19.0";"714.0";"";"";"89";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
