Местное время на Большом Ушканьем о.;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
16.06.2019 20:00;13.мар;714.0;;;69;Ветер, дующий с севера;5;;;100%.; ;;;;18.фев;;;;;;50.0;;Осадков нет;12;;;;
17.06.2019 2:00;15.мар;715.0;;;61;Ветер, дующий с северо-востока;6;;;100%.; ;;;;;;;;;;;;;;;;;
17.06.2019 8:00;11.фев;715.0;;;73;Ветер, дующий с севера;5;;;90  или более, но не 100%; ;;;10.май;;;;;;;50.0;;Осадков нет;12;;;;
17.06.2019 14:00;08.авг;713.0;;;76;Ветер, дующий с юго-востока;2;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
17.06.2019 20:00;14.июл;715.0;;;65;Ветер, дующий с севера;4;;;10%  или менее, но не 0; ;;;;14.июл;;;;;;50.0;;Осадков нет;12;;;;
18.06.2019 2:00;06.авг;716.0;;;91;Ветер, дующий с юго-востока;3;;;10%  или менее, но не 0; ;;;;;;;;;;50.0;;;;;;;
18.06.2019 8:00;07.июл;719.0;;;93;Ветер, дующий с юго-востока;6;;;20–30%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;05.авг;;;;;;;20.0;;Осадков нет;12;;;;
18.06.2019 14:00;06.апр;720.0;;;94;Ветер, дующий с юго-востока;10;;;40%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;;;;;;;20.0;;;;;;;
18.06.2019 20:00;07.июл;720.0;;;90;Ветер, дующий с юго-востока;5;;;10%  или менее, но не 0; ;;;;07.июл;;;;;;50.0;;Осадков нет;12;;;;
19.06.2019 2:00;06.сен;721.0;;;93;Ветер, дующий с юго-востока;5;;;40%.; ;;;;;;;;;;;;;;;;;
19.06.2019 8:00;6.0;721.0;;;97;Ветер, дующий с юго-востока;5;;;100%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;6.0;;;;;;;20.0;;Осадков нет;12;;;;
19.06.2019 14:00;08.июн;720.0;;;82;Ветер, дующий с юго-востока;2;;;10%  или менее, но не 0; ;;;;;;;;;;50.0;;;;;;;
19.06.2019 20:00;09.сен;719.0;;;87;Ветер, дующий с северо-востока;5;;;Облаков нет.; ;;;;09.сен;;;;;;50.0;;Осадков нет;12;;;;
20.06.2019 2:00;07.май;720.0;;;90;Ветер, дующий с северо-востока;2;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
20.06.2019 8:00;09.апр;720.0;;;92;Ветер, дующий с северо-востока;4;;;20–30%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;05.июл;;;;;;;50.0;;Осадков нет;12;;;;
20.06.2019 14:00;08.авг;721.0;;;87;Ветер, дующий с юго-запада;1;;;70 – 80%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;;;;;;;50.0;;;;;;;
20.06.2019 20:00;09.апр;721.0;;;84;Ветер, дующий с юго-востока;3;;;10%  или менее, но не 0; ;;;;09.апр;;;;;;50.0;;Осадков нет;12;;;;
21.06.2019 2:00;05.янв;721.0;;;97;Ветер, дующий с севера;1;;;60%.; ;;;;;;;;;;;;;;;;;
21.06.2019 8:00;06.янв;722.0;;;99;Ветер, дующий с севера;2;;;100%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;04.июл;;;;;;;20.0;;Осадков нет;12;;;;
21.06.2019 14:00;06.июл;721.0;;;93;Ветер, дующий с юго-запада;5;;;70 – 80%.;Туман или ледяной туман. ;;;;;;;;;;20.0;;;;;;;
21.06.2019 20:00;15.июн;720.0;;;68;Ветер, дующий с севера;4;;;70 – 80%.; ;;;;15.июн;;;;;;50.0;;Следы осадков;12;;;;
22.06.2019 2:00;08.фев;720.0;;;88;Ветер, дующий с юго-востока;2;;;100%.; ;;;;;;;;;;;;;;;;;
22.06.2019 8:00;8.0;721.0;;;97;Ветер, дующий с юга;1;;;100%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;05.авг;;;;;;;10.0;;7.0;12;;;;
22.06.2019 14:00;08.фев;721.0;;;95;Ветер, дующий с юго-востока;2;;;100%.;Туман или ледяной туман, небо видно, без заметного изменения интенсивности в течение последнего часа. ;;;;;;;;;;0.5;;;;;;;
22.06.2019 20:00;05.авг;720.0;;;99;Ветер, дующий с юго-востока;4;;;;Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ;;;;08.фев;;;;;;0.2;;Осадков нет;12;;;;
23.06.2019 2:00;05.май;719.0;;;100;Ветер, дующий с севера;1;;;;Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ;;;;;;;;;;0.2;;;;;;;
23.06.2019 8:00;07.фев;718.0;;;100;Ветер, дующий с севера;4;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;04.авг;;;;;;;10.0;;3.0;12;;;;
23.06.2019 14:00;10.май;717.0;;;97;Ветер, дующий с юго-востока;3;;;60%.;Туман или ледяной туман, небо видно, без заметного изменения интенсивности в течение последнего часа. ;;;;;;;;;;2.0;;;;;;;
23.06.2019 20:00;09.апр;717.0;;;100;Ветер, дующий с юго-востока;5;;;90  или более, но не 100%;Туман или ледяной туман, небо видно, ослабел за последний час. ;;;;10.май;;;;;;2.0;;0.6;12;;;;
24.06.2019 2:00;07.фев;718.0;;;100;Ветер, дующий с юго-запада;1;;;;Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ;;;;;;;;;;;;;;;;;
24.06.2019 8:00;05.апр;719.0;;;99;Ветер, дующий с севера;3;;;;Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ;;;04.авг;;;;;;;0.2;;Осадков нет;12;;;;
24.06.2019 14:00;09.сен;718.0;;;95;Ветер, дующий с севера;2;;;70 – 80%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;;;;;;;20.0;;;;;;;
24.06.2019 20:00;16.фев;715.0;;;70;Ветер, дующий с севера;6;;;70 – 80%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;16.фев;;;;;;20.0;;Осадков нет;12;;;;
25.06.2019 2:00;13.мар;714.0;;;83;Ветер, дующий с северо-востока;6;;;20–30%.; ;;;;;;;;;;;;;;;;;
25.06.2019 8:00;10.0;713.0;;;80;Ветер, дующий с севера;5;;;90  или более, но не 100%; ;;;08.июл;;;;;;;50.0;;Осадков нет;12;;;;
25.06.2019 14:00;17.0;711.0;;;44;Ветер, дующий с северо-востока;6;;;100%.; ;;;;;;;;;;20.0;;;;;;;
25.06.2019 20:00;07.апр;711.0;;;78;Ветер, дующий с юга;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;17.0;;;;;;50.0;;Следы осадков;12;;;;
26.06.2019 2:00;7.0;713.0;;;100;Ветер, дующий с юго-востока;6;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
26.06.2019 8:00;06.апр;714.0;;;97;Ветер, дующий с юго-востока;6;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;06.фев;;;;;;;10.0;;17.0;12;;;;
26.06.2019 14:00;06.сен;714.0;;;99;Ветер, дующий с юго-востока;4;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;;;;;;;0.5;;;;;;;
26.06.2019 20:00;09.июн;715.0;;;97;Ветер, дующий с северо-востока;3;;;90  или более, но не 100%;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;09.июн;;;;;;20.0;;5.0;12;;;;
27.06.2019 2:00;07.янв;715.0;;;99;Ветер, дующий с северо-востока;1;;;100%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;;;;;;;;;;;;;;
27.06.2019 8:00;9.0;715.0;;;100;Ветер, дующий с севера;1;;;Облаков нет.;Туман или ледяной туман, небо видно, ослабел за последний час. ;;;05.фев;;;;;;;0.5;;Осадков нет;12;;;;
27.06.2019 14:00;11.сен;715.0;;;86;Ветер, дующий с севера;5;;;60%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;;;;;;;20.0;;;;;;;
27.06.2019 20:00;15.0;715.0;;;76;Ветер, дующий с северо-востока;4;;;70 – 80%.;Туман или ледяной туман. ;;;;15.0;;;;;;20.0;;Осадков нет;12;;;;
28.06.2019 2:00;06.апр;715.0;;;94;Ветер, дующий с юга;4;;;40%.;Туман или ледяной туман. ;;;;;;;;;;;;;;;;;
28.06.2019 8:00;10.0;716.0;;;73;Ветер, дующий с юго-востока;3;;;70 – 80%.; ;;;05.апр;;;;;;;50.0;;Осадков нет;12;;;;
28.06.2019 14:00;08.май;717.0;;;80;Ветер, дующий с северо-запада;1;;;60%.; ;;;;;;;;;;50.0;;;;;;;
28.06.2019 20:00;09.янв;716.0;;;83;Ветер, дующий с юго-востока;5;;;90  или более, но не 100%; ;;;;09.янв;;;;;;50.0;;Осадков нет;12;;;;
29.06.2019 2:00;7.0;717.0;;;88;Ветер, дующий с юго-запада;3;;;60%.;Видна молния, грома не слышно. ;;;;;;;;;;;;;;;;;
29.06.2019 8:00;08.июн;718.0;;;84;Ветер, дующий с севера;1;;;70 – 80%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;06.авг;;;;;;;20.0;;Осадков нет;12;;;;
29.06.2019 14:00;11.янв;718.0;;;86;Ветер, дующий с севера;5;;;40%.; ;;;;;;;;;;50.0;;;;;;;
29.06.2019 20:00;8.0;719.0;;;89;Ветер, дующий с юго-востока;3;;;40%.; ;;;;11.янв;;;;;;50.0;;Осадков нет;12;;;;
30.06.2019 2:00;10.мар;719.0;;;89;Ветер, дующий с севера;1;;;10%  или менее, но не 0; ;;;;;;;;;;;;;;;;;
30.06.2019 8:00;07.июн;720.0;;;88;Ветер, дующий с севера;2;;;20–30%.; ;;;05.авг;;;;;;;50.0;;Осадков нет;12;;;;
30.06.2019 14:00;09.авг;720.0;;;82;Ветер, дующий с юго-запада;2;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
30.06.2019 20:00;07.фев;719.0;;;87;Ветер, дующий с юга;2;;;40%.; ;;;;09.авг;;;;;;50.0;;Осадков нет;12;;;;
01.07.2019 2:00;14.июл;719.0;;;65;Ветер, дующий с юго-востока;4;;;20–30%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
01.07.2019 8:00;12.янв;720.0;;;79;Ветер, дующий с юга;3;;;Облаков нет.; ;;;06.сен;;;;;;;50.0;;Следы осадков;12;;;;
01.07.2019 14:00;09.июн;720.0;;;80;Ветер, дующий с юго-запада;1;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
01.07.2019 20:00;08.июл;719.0;;;90;Ветер, дующий с юго-востока;3;;;20–30%.; ;;;;09.июн;;;;;;50.0;;Осадков нет;12;;;;
02.07.2019 2:00;12.мар;719.0;;;69;Ветер, дующий с северо-востока;4;;;40%.; ;;;;;;;;;;;;;;;;;
02.07.2019 8:00;07.фев;719.0;;;88;Ветер, дующий с северо-запада;1;;;10%  или менее, но не 0; ;;;06.сен;;;;;;;50.0;;Осадков нет;12;;;;
02.07.2019 14:00;16.июн;718.0;;;53;Ветер, дующий с юго-востока;3;;;10%  или менее, но не 0;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;;;;;;;20.0;;;;;;;
02.07.2019 20:00;10.0;716.0;;;87;Ветер, дующий с севера;1;;;90  или более, но не 100%; ;;;;16.июн;;;;;;50.0;;Осадков нет;12;;;;
03.07.2019 2:00;9.0;716.0;;;84;Ветер, дующий с юга;1;;;60%.; ;;;;;;;;;;;;;;;;;
03.07.2019 8:00;08.май;716.0;;;85;Ветер, дующий с юго-востока;1;;;Облаков нет.; ;;;07.сен;;;;;;;50.0;;Осадков нет;12;;;;
03.07.2019 14:00;11.июл;715.0;;;85;Ветер, дующий с юго-востока;3;;;70 – 80%.;Гроза, но без осадков, в срок наблюдения. ;;;;;;;;;;20.0;;;;;;;
03.07.2019 20:00;11.авг;714.0;;;81;Ветер, дующий с северо-востока;5;;;100%.;Гроза, но без осадков, в срок наблюдения. ;;;;11.авг;;;;;;20.0;;2.0;12;;;;
04.07.2019 2:00;11.июл;715.0;;;85;Ветер, дующий с севера;3;;;40%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
04.07.2019 8:00;13.апр;716.0;;;57;Ветер, дующий с северо-востока;3;;;20–30%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;;;08.сен;;;;;;;20.0;;Осадков нет;12;;;;
04.07.2019 14:00;16.май;717.0;;;38;Ветер, дующий с северо-востока;4;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
04.07.2019 20:00;17.0;718.0;;;37;Ветер, дующий с севера;2;;;20–30%.; ;;;;17.0;;;;;;50.0;;Осадков нет;12;;;;
05.07.2019 2:00;10.сен;719.0;;;59;Ветер, дующий с юго-востока;3;;;10%  или менее, но не 0; ;;;;;;;;;;;;;;;;;
05.07.2019 8:00;12.янв;720.0;;;67;Ветер, дующий с юго-востока;2;;;10%  или менее, но не 0; ;;;07.июн;;;;;;;20.0;;Осадков нет;12;;;;
05.07.2019 14:00;13.май;719.0;;;72;Ветер, дующий с запада;2;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
05.07.2019 20:00;10.сен;717.0;;;85;Ветер, дующий с северо-запада;1;;;Облаков нет.; ;;;;13.май;;;;;;50.0;;Осадков нет;12;;;;
06.07.2019 2:00;10.июн;717.0;;;66;Ветер, дующий с северо-востока;2;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
06.07.2019 8:00;12.сен;717.0;;;56;Ветер, дующий с северо-востока;3;;;40%.; ;;;08.сен;;;;;;;50.0;;Осадков нет;12;;;;
06.07.2019 14:00;19.фев;716.0;;;33;Ветер, дующий с севера;4;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
06.07.2019 20:00;19.мар;714.0;;;39;Ветер, дующий с севера;3;;;40%.; ;;;;19.мар;;;;;;50.0;;Осадков нет;12;;;;
07.07.2019 2:00;8.0;714.0;;;83;Ветер, дующий с северо-запада;2;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
07.07.2019 8:00;10.мар;716.0;;;86;Ветер, дующий с юго-востока;5;;;90  или более, но не 100%; ;;;07.авг;;;;;;;50.0;;Осадков нет;12;;;;
