poryadkovy_nomer;tip;razryad;ugms;imya_stancii;repernayavekovay;sinopticheski_in;obshhesoyuzny_no;obshhesoyuzny_no1;obshhesoyuzny_no2;shirota;dolgota;raznost_mezhdu_p;territorialny_ko;cgms;status_sete_klim;priznak_proveden;priznak_proveden1;status_sete_gidr;status_sete_mors;status_sete_agro;priznak_proveden2;priznak_proveden3;priznak_proveden4;priznak_proveden5;stanciya_zakonse;data_zakrytiya_s;id;is_deleted;classname;created_by;edited_by;edited_on;created_on;published;point;kontroliruemye_p;vidy_informacion;vidy_infyx_resur;nablyudaemye_pok;periodichnost_ot
4715;Гидрологический пост;1;ФГБУ Забайкальское УГМС;ЧИРОН-р.Онон;1;;513811547;;;51.63;115.78;6;175;Отсутствует;1;0;0;2;0;0;0;0;0;1;0;;1;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:50.920165;2021-02-26 17:10:50.920165+08;f;0104000020E610000001000000010100000052B81E85EBF15C40713D0AD7A3D04940;;;;;
4674;Гидрологический пост;1;ФГБУ Забайкальское УГМС;НАУШКИ-р.Селенга;1;;502310607;;;50.40;106.10;5;104;Бурятский ЦГМС;1;0;0;2;0;0;0;0;0;1;0;;2;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:50.970134;2021-02-26 17:10:50.970134+08;f;0104000020E61000000100000001010000006666666666865A403333333333334940;;;;;
34114;Пристанционный гидрологический пост;3;ФГБУ Иркутское УГМС;Верхнеокинский;0;;;;;53.75;101.53333333333333;5;;Отсутствует;0;0;0;3;0;0;0;0;0;1;;;4;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.038268;2021-02-26 17:10:51.038268+08;f;0104000020E610000001000000010100000022222222226259400000000000E04A40;;;;;
4697;Пристанционный гидрологический пост;1;ФГБУ Забайкальское УГМС;ТЫЯ (ГП ПРИ ТРОИЦКИЙ ПРИИСК М)-р.Тыя;1;;;;;55.75;109.32;5;104;Бурятский ЦГМС;1;0;0;2;0;0;0;0;0;1;0;;5;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.071252;2021-02-26 17:10:51.071252+08;f;0104000020E610000001000000010100000014AE47E17A545B400000000000E04B40;;;;;
4618;Аэрологическая станция;0;ФГБУ Забайкальское УГМС;УСТЬ-БАРГУЗИН;0;30635;5340891;;;53.42;109.02;5;104;Бурятский ЦГМС;3;0;1;0;0;0;0;0;0;1;0;;6;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.089263;2021-02-26 17:10:51.089263+08;f;0104000020E6100000010000000101000000E17A14AE47415B40F6285C8FC2B54A40;;;;;
31630;Гидрологический пост;1;ФГБУ Забайкальское УГМС;Нестериха-р.Нестериха;0;;;;;53.65;109.7;5;;Бурятский ЦГМС;0;0;0;3;0;0;0;0;0;0;;;7;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.108135;2021-02-26 17:10:51.108135+08;f;0104000020E6100000010000000101000000CDCCCCCCCC6C5B403333333333D34A40;;;;;
4856;Гидрологическая станция;1;ФГБУ Иркутское УГМС;МАМАКАН;1;30252;5781401;;;57.81;114.01;5;138;Отсутствует;2;0;0;3;0;0;0;1;0;1;0;;8;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.128282;2021-02-26 17:10:51.128282+08;f;0104000020E6100000010000000101000000713D0AD7A3805C4048E17A14AEE74C40;;;;;
5033;Пост наблюдения за загрязнением природной среды;0;ФГБУ Иркутское УГМС;СЛЮДЯНКА №1;0;;;;;51.65;103.73;5;138;Байкальский ЦГМС;0;0;0;0;0;0;0;0;0;1;0;;9;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.144861;2021-02-26 17:10:51.144861+08;f;0104000020E61000000100000001010000001F85EB51B8EE59403333333333D34940;;;;;
4625;Объединенная гидрометеорологическая станция;0;ФГБУ Забайкальское УГМС;БАГДАРИН;1;30554;5451361;;;54.43;113.58;5;104;Бурятский ЦГМС;2;0;1;1;0;0;0;1;0;1;0;;10;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.161109;2021-02-26 17:10:51.161109+08;f;0104000020E610000001000000010100000085EB51B81E655C40D7A3703D0A374B40;;;;;
4576;Метеорологическая станция;3;ФГБУ Забайкальское УГМС;САНАГА;0;30911;5070281;;30911;50.72;102.78;5;104;Бурятский ЦГМС;3;0;0;0;0;0;0;0;0;0;0;;11;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.178391;2021-02-26 17:10:51.178391+08;f;0104000020E610000001000000010100000052B81E85EBB159405C8FC2F5285C4940;;;;;
4613;Метеорологическая станция;2;ФГБУ Забайкальское УГМС;ПРИАРГУНСК;0;30975;5031911;;30975;50.34927777777778;119.07977777777778;6;175;Отсутствует;3;0;0;0;0;2;0;0;0;1;0;;13;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.212629;2021-02-26 17:10:51.212629+08;f;0104000020E610000001000000010100000033A040141BC55D4037635C22B52C4940;;;;;
6214;Объединенная гидрометеорологическая станция;0;ФГБУ Забайкальское УГМС;МОГОЧА;1;30673;5371981;;;53.75;119.73;6;175;Отсутствует;2;0;1;1;0;0;0;0;0;1;0;;15;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.245822;2021-02-26 17:10:51.245822+08;f;0104000020E61000000100000001010000001F85EB51B8EE5D400000000000E04A40;;;;;
4977;Озерный гидрометеорологический пост;1;ФГБУ Иркутское УГМС;БЫКОВО;0;;5331103201;;;53.51;103.33;5;138;Отсутствует;1;0;0;3;0;0;0;0;0;1;0;;17;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.287395;2021-02-26 17:10:51.287395+08;f;0104000020E610000001000000010100000085EB51B81ED55940E17A14AE47C14A40;;;;;
5005;Агрометеорологический пост;0;ФГБУ Иркутское УГМС;ХУДОЕЛАНСКОЕ;0;65610;5443099380;;65610;54.71;99.63;5;138;Отсутствует;3;0;0;0;0;3;0;0;0;1;0;;18;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.312224;2021-02-26 17:10:51.312224+08;f;0104000020E6100000010000000101000000B81E85EB51E858407B14AE47E15A4B40;;;;;
4899;Гидрологический пост;3;ФГБУ Иркутское УГМС;ЖИГАЛОВО;0;;;;;54.82;105.13;5;138;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;19;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.33593;2021-02-26 17:10:51.33593+08;f;0104000020E6100000010000000101000000B81E85EB51485A40295C8FC2F5684B40;;;;;
4935;Гидрологический пост;1;ФГБУ Иркутское УГМС;ПУЩИНА;0;;5812109201;;;58.20;109.33;5;138;Отсутствует;1;0;0;3;0;0;0;0;0;1;0;;20;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.363076;2021-02-26 17:10:51.363076+08;f;0104000020E610000001000000010100000085EB51B81E555B409A99999999194D40;;;;;
5966;Пристанционный гидрологический пост;1;ФГБУ Иркутское УГМС;ШИТКИНО (ГП ПРИ ШИТКИНО М);0;;564984;;29498;56.37;98.37;5;138;Отсутствует;0;0;0;3;0;0;0;0;0;1;0;;21;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.384509;2021-02-26 17:10:51.384509+08;f;0104000020E610000001000000010100000048E17A14AE9758408FC2F5285C2F4C40;;;;;
4654;Гидрологический пост;1;ФГБУ Забайкальское УГМС;КАДАЛА;0;;;;;52.03;113.35;6;175;Отсутствует;0;0;0;4;0;0;0;0;0;0;1;;23;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.422971;2021-02-26 17:10:51.422971+08;f;0104000020E61000000100000001010000006666666666565C40A4703D0AD7034A40;;;;;
4537;Метеорологическая станция;2;ФГБУ Забайкальское УГМС;АЛЕКСАНДРОВСКИЙ З-Д;0;30971;5091791;;30971;50.92;117.93;6;175;Отсутствует;3;0;0;0;0;3;0;0;0;1;0;;25;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.461412;2021-02-26 17:10:51.461412+08;f;0104000020E6100000010000000101000000EC51B81E857B5D40F6285C8FC2754940;;;;;
4704;Гидрологический пост;1;ФГБУ Забайкальское УГМС;УСТЬ-КИРАН-р.Киран;1;;502510649;;;50.42;106.82;5;104;Бурятский ЦГМС;1;0;0;2;0;0;0;0;0;1;0;;26;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.483154;2021-02-26 17:10:51.483154+08;f;0104000020E610000001000000010100000014AE47E17AB45A40F6285C8FC2354940;;;;;
4656;Гидрологический пост;1;ФГБУ Забайкальское УГМС;КОКУЙ-КОМОГОРЦЕВО-р.Кия;0;;515611552;;;51.93;115.87;6;175;Отсутствует;1;0;0;3;0;0;0;0;0;0;0;;27;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.509951;2021-02-26 17:10:51.509951+08;f;0104000020E610000001000000010100000048E17A14AEF75C40D7A3703D0AF74940;;;;;
4646;Гидрологический пост;1;ФГБУ Забайкальское УГМС;ДЖИДА-р.Джида;1;;503810607;;;50.63;106.12;5;104;Бурятский ЦГМС;1;0;0;2;0;0;0;0;0;1;0;;28;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.537199;2021-02-26 17:10:51.537199+08;f;0104000020E610000001000000010100000048E17A14AE875A40713D0AD7A3504940;;;;;
6109;Гидрологический пост;2;ФГБУ Забайкальское УГМС;МОЛОКАНКА-р.Аргунь (протока Прорва);0;;;;;49.54902777777778;117.83917222222222;6;175;Отсутствует;1;0;0;4;0;0;0;0;0;1;0;;29;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.561222;2021-02-26 17:10:51.561222+08;f;0104000020E6100000010000000101000000FD8968FFB4755D405813CF8A46C64840;;;;;
33699;Гидрологический пост;1;ФГБУ Забайкальское УГМС;НАУШКИ-р.Селенга (протока)-Р.СЕЛЕНГА (ПРОТОКА);0;;;;;50.38333333333333;106.08333333333333;0;;Бурятский ЦГМС;0;0;0;3;0;0;0;0;0;0;;;30;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.584099;2021-02-26 17:10:51.584099+08;f;0104000020E61000000100000001010000005555555555855A401111111111314940;;;;;
4626;Объединенная гидрометеорологическая станция;0;ФГБУ Забайкальское УГМС;БОРЗЯ;1;30965;5041651;;30965;50.39933333333333;116.51416666666667;6;175;Отсутствует;2;0;1;1;0;3;0;1;0;1;0;;31;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.606797;2021-02-26 17:10:51.606797+08;f;0104000020E6100000010000000101000000B5814E1BE8205D40466FCB5A1D334940;;;;;
4551;Метеорологическая станция;2;ФГБУ Забайкальское УГМС;ЗАБАЙКАЛЬСК;0;30968;4961731;;30968;49.66936111111111;117.29841666666667;6;175;Отсутствует;3;0;0;0;0;3;0;0;0;1;0;;32;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.625344;2021-02-26 17:10:51.625344+08;f;0104000020E61000000100000001010000008AFA374219535D40DDB7F89FADD54840;;;;;
4562;Метеорологическая станция;2;ФГБУ Забайкальское УГМС;КЫРА;0;30949;4961191;;30949;49.57;111.97;6;175;Отсутствует;3;0;0;0;0;3;0;0;0;1;0;;33;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.64192;2021-02-26 17:10:51.64192+08;f;0104000020E6100000010000000101000000AE47E17A14FE5B40295C8FC2F5C84840;;;;;
4560;Метеорологическая станция;3;ФГБУ Забайкальское УГМС;КРАСНОКАМЕНСК;0;30977;5011811;;30977;50.10;118.03;6;175;Отсутствует;4;0;0;0;0;3;0;0;0;1;0;;34;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.658719;2021-02-26 17:10:51.658719+08;f;0104000020E610000001000000010100000052B81E85EB815D40CDCCCCCCCC0C4940;;;;;
4621;Гидрологическая станция;1;ФГБУ Забайкальское УГМС;СРЕТЕНСК;1;30777;5231771;;30777;52.23;117.70;6;175;Отсутствует;2;0;0;1;0;2;0;0;0;1;0;;35;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.674247;2021-02-26 17:10:51.674247+08;f;0104000020E6100000010000000101000000CDCCCCCCCC6C5D403D0AD7A3701D4A40;;;;;
4585;Метеорологическая станция;2;ФГБУ Забайкальское УГМС;УЛЕТЫ;0;30846;5141251;;30846;51.35;112.47;6;175;Отсутствует;3;0;0;0;0;2;1;0;0;1;0;;36;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.693829;2021-02-26 17:10:51.693829+08;f;0104000020E6100000010000000101000000AE47E17A141E5C40CDCCCCCCCCAC4940;;;;;
4862;Авиационная метеорологическая станция;2;ФГБУ Авиаметтелеком Росгидромета;ИРКУТСК-2;0;30792;5230441;;;52.37;104.18;5;138;ФГБУ Иркутский филиал Авиаметтелекома  Росгидромета;4;0;0;0;0;0;0;0;0;1;0;;37;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.708801;2021-02-26 17:10:51.708801+08;f;0104000020E6100000010000000101000000EC51B81E850B5A408FC2F5285C2F4A40;;;;;
4984;Озерный гидрометеорологический пост;1;ФГБУ Иркутское УГМС;ИРКУТСКАЯ ГЭС В/Б;0;;;;;52.23;104.30;5;138;Отсутствует;0;0;0;3;0;0;0;0;0;1;0;;38;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.720299;2021-02-26 17:10:51.720299+08;f;0104000020E61000000100000001010000003333333333135A403D0AD7A3701D4A40;;;;;
28711;Гидрологический пост;3;ФГБУ Иркутское УГМС;БОКОВО;0;;;;;52.37;104.18;5;138;Отсутствует;0;0;0;3;0;0;0;0;0;1;;;39;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.736275;2021-02-26 17:10:51.736275+08;f;0104000020E6100000010000000101000000EC51B81E850B5A408FC2F5285C2F4A40;;;;;
4565;Метеорологическая станция;3;ФГБУ Забайкальское УГМС;МОГЗОН;0;30843;5171191;;;51.73;112.00;6;175;Отсутствует;3;0;0;0;0;0;0;0;0;1;0;;40;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.762975;2021-02-26 17:10:51.762975+08;f;0104000020E61000000100000001010000000000000000005C403D0AD7A370DD4940;;;;;
4713;Гидрологический пост;1;ФГБУ Забайкальское УГМС;ЖИРЕКЕН (С.ХОКТОНГА);0;;;;;52.80;117.27;6;175;Отсутствует;0;0;0;3;0;0;0;0;0;0;1;;41;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.79046;2021-02-26 17:10:51.79046+08;f;0104000020E6100000010000000101000000E17A14AE47515D406666666666664A40;;;;;
5285;Гидрологический пост;1;ФГБУ Иркутское УГМС;ИРКУТСК;2;;;;;52.26;104.35;5;138;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;42;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.805598;2021-02-26 17:10:51.805598+08;f;0104000020E61000000100000001010000006666666666165A40E17A14AE47214A40;;;;;
8425;Пристанционный гидрологический пост;3;ФГБУ Иркутское УГМС;ИКЕЙ (ГП ПРИ ИКЕЙ М);0;;;;;54.18;100.08;5;138;Отсутствует;0;0;0;3;0;0;0;0;0;1;0;;44;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.834009;2021-02-26 17:10:51.834009+08;f;0104000020E610000001000000010100000085EB51B81E055940D7A3703D0A174B40;;;;;
4877;Метеорологический пост;3;ФГБУ Иркутское УГМС;ТРЁМИНА;0;65622;5643098040;;;56.71;98.06;5;138;Отсутствует;4;0;0;0;0;0;0;0;0;1;0;;45;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.850087;2021-02-26 17:10:51.850087+08;f;0104000020E6100000010000000101000000A4703D0AD78358407B14AE47E15A4C40;;;;;
4620;Гидрологическая станция;1;ФГБУ Забайкальское УГМС;БАРГУЗИН;1;30636;5360961;;30636;53.62;109.63;5;104;Бурятский ЦГМС;2;0;0;1;0;2;0;0;0;1;0;;46;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.862273;2021-02-26 17:10:51.862273+08;f;0104000020E6100000010000000101000000B81E85EB51685B408FC2F5285CCF4A40;;;;;
5016;Пост наблюдения за загрязнением природной среды;0;ФГБУ Иркутское УГМС;БРАТСК №11;0;;;;;56.28;104.75;5;138;Братский ЦГМС;0;0;0;0;0;0;0;0;0;1;0;;47;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.877614;2021-02-26 17:10:51.877614+08;f;0104000020E61000000100000001010000000000000000305A40A4703D0AD7234C40;;;;;
4574;Метеорологическая станция;2;ФГБУ Забайкальское УГМС;ПЕТРОВСКИЙ З-Д;0;30838;5130891;;30838;51.32;108.87;6;175;Отсутствует;3;0;0;0;0;0;0;0;0;1;0;;49;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.903801;2021-02-26 17:10:51.903801+08;f;0104000020E610000001000000010100000048E17A14AE375B40295C8FC2F5A84940;;;;;
6170;Авиационная метеорологическая станция;2;ФГБУ Авиаметтелеком Росгидромета;КИРЕНСК;0;30232;;;;57.77;108.07;5;138;ФГБУ Иркутский филиал Авиаметтелекома  Росгидромета;4;0;0;0;0;0;0;0;0;1;0;;50;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.913997;2021-02-26 17:10:51.913997+08;f;0104000020E610000001000000010100000014AE47E17A045B40C3F5285C8FE24C40;;;;;
6193;Авиационная метеорологическая станция;1;ФГБУ Авиаметтелеком Росгидромета;УЛАН-УДЭ;0;30831;;;;51.80;107.43;5;104;ФГБУ Иркутский филиал Авиаметтелекома  Росгидромета;4;0;0;0;0;0;0;0;0;1;0;;51;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.948182;2021-02-26 17:10:51.948182+08;f;0104000020E6100000010000000101000000EC51B81E85DB5A406666666666E64940;;;;;
8474;Оперативная группа-группа,проводящая метеонаблюдения при обслуживании авиации;0;ФГБУ Авиаметтелеком Росгидромета;ЕРБОГАЧЁН;0;24818;;;;61.27;108.02;5;138;ФГБУ Иркутский филиал Авиаметтелекома  Росгидромета;4;0;0;0;0;0;0;0;0;1;0;;52;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:51.970594;2021-02-26 17:10:51.970594+08;f;0104000020E6100000010000000101000000E17A14AE47015B40C3F5285C8FA24E40;;;;;
6132;Авиационный метеорологический центр;0;ФГБУ Авиаметтелеком Росгидромета;ИРКУТСК;0;30791;5230431;;;52.27;104.39;5;138;ФГБУ Иркутский филиал Авиаметтелекома  Росгидромета;4;0;0;0;0;0;0;0;0;1;0;;53;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.005247;2021-02-26 17:10:52.005247+08;f;0104000020E6100000010000000101000000295C8FC2F5185A40C3F5285C8F224A40;;;;;
5829;Пристанционный гидрологический пост;1;ФГБУ Забайкальское УГМС;БОЛЬШОЕ ЛЕПРИНДО (ГП ПРИ БОЛЬШАЯ ЛЕПРИНДА М)-р.Чара;0;;;;;56.65;117.60;6;175;Отсутствует;0;0;0;3;0;0;0;0;0;0;0;;54;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.039416;2021-02-26 17:10:52.039416+08;f;0104000020E61000000100000001010000006666666666665D403333333333534C40;;;;;
4727;Гидрологический пост;2;ФГБУ Забайкальское УГМС;ЧИНДАНТ-I-р.Онон;0;;503511524;;;50.58;115.40;6;175;Отсутствует;1;0;0;3;0;0;0;0;0;0;0;;55;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.061364;2021-02-26 17:10:52.061364+08;f;0104000020E61000000100000001010000009A99999999D95C400AD7A3703D4A4940;;;;;
4758;Пост наблюдения за загрязнением природной среды;0;ФГБУ Забайкальское УГМС;УЛАН-УДЭ N1;0;;518076;;;51.83;107.60;5;104;Бурятский ЦГМС;0;0;0;0;0;0;0;0;0;1;0;;58;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.121945;2021-02-26 17:10:52.121945+08;f;0104000020E61000000100000001010000006666666666E65A400AD7A3703DEA4940;;;;;
4918;Гидрологический пост;1;ФГБУ Иркутское УГМС;МИШЕЛЕВКА;0;;;;;52.85;103.16;5;138;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;59;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.156424;2021-02-26 17:10:52.156424+08;f;0104000020E61000000100000001010000000AD7A3703DCA5940CDCCCCCCCC6C4A40;;;;;
4923;Гидрологический пост;1;ФГБУ Иркутское УГМС;МУРИНО;0;;5129104241;;;51.48;104.40;5;138;Байкальский ЦГМС;1;0;0;2;0;0;0;0;0;1;0;;60;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.183592;2021-02-26 17:10:52.183592+08;f;0104000020E61000000100000001010000009A99999999195A403D0AD7A370BD4940;;;;;
5954;Пристанционный гидрологический пост;1;ФГБУ Иркутское УГМС;ПОДВОЛОЧНОЕ (ОГП ПРИ ПОДВОЛОЧНОЕ М);0;30418;552034;;;55.20;103.40;5;138;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;61;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.213835;2021-02-26 17:10:52.213835+08;f;0104000020E61000000100000001010000009A99999999D959409A99999999994B40;;;;;
6167;Гидрологический пост;2;ФГБУ Забайкальское УГМС;ЦАГАН-ОЛЬ-р.Ага;0;;512111529;;;51.35263888888889;115.48383333333334;6;175;Отсутствует;0;0;0;3;0;0;0;0;0;0;1;;62;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.256239;2021-02-26 17:10:52.256239+08;f;0104000020E610000001000000010100000068D81520F7DE5C40AC89674523AD4940;;;;;
4635;Гидрологический пост;1;ФГБУ Забайкальское УГМС;АТАМАНОВКА-р.Никишиха (Никишка);1;;515711338;;;51.95;113.63;6;175;Отсутствует;1;0;0;2;0;0;0;0;0;1;0;;63;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.28767;2021-02-26 17:10:52.28767+08;f;0104000020E6100000010000000101000000B81E85EB51685C409A99999999F94940;;;;;
4915;Гидрологический пост;1;ФГБУ Иркутское УГМС;ЛУГОВСКИЙ;0;;5804112531;;;58.07;112.88;5;138;Отсутствует;1;0;0;2;0;0;0;0;0;1;0;;64;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.311005;2021-02-26 17:10:52.311005+08;f;0104000020E6100000010000000101000000B81E85EB51385C40295C8FC2F5084D40;;;;;
4907;Гидрологический пост;3;ФГБУ Иркутское УГМС;ИРКУТСКАЯ ГЭС Н/Б;0;;;;;52.23;104.30;5;138;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;65;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.348036;2021-02-26 17:10:52.348036+08;f;0104000020E61000000100000001010000003333333333135A403D0AD7A3701D4A40;;;;;
4645;Гидрологический пост;1;ФГБУ Забайкальское УГМС;ДЕШУЛАН--р.Ингода;1;;505811146;;;50.97;111.77;6;175;Отсутствует;1;0;0;2;0;0;1;0;0;1;0;;66;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.441409;2021-02-26 17:10:52.441409+08;f;0104000020E6100000010000000101000000E17A14AE47F15B405C8FC2F5287C4940;;;;;
4724;Гидрологический пост;2;ФГБУ Забайкальское УГМС;УСТЬ-ОЗЕРНАЯ-р.Борзя;0;;504311704;;;50.72;117.07;6;175;Отсутствует;1;0;0;3;0;0;0;0;0;0;0;;67;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.468222;2021-02-26 17:10:52.468222+08;f;0104000020E610000001000000010100000014AE47E17A445D405C8FC2F5285C4940;;;;;
4980;Озерный гидрометеорологический пост;2;ФГБУ Иркутское УГМС;БОЛЬШАЯ РЕЧКА;0;;;;;51.93;104.71;5;138;Отсутствует;0;0;0;3;0;0;0;0;0;1;0;;68;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.488626;2021-02-26 17:10:52.488626+08;f;0104000020E61000000100000001010000003D0AD7A3702D5A40D7A3703D0AF74940;;;;;
6217;Пристанционный гидрологический пост;1;ФГБУ Забайкальское УГМС;УСТЬ-ЗАЗА (ГП ПРИ ЗАМАКТА М)-р.Витим;0;;;;;53.22;111.68;5;104;Бурятский ЦГМС;1;0;0;3;0;0;0;0;0;0;0;;70;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.534895;2021-02-26 17:10:52.534895+08;f;0104000020E6100000010000000101000000EC51B81E85EB5B405C8FC2F5289C4A40;;;;;
4959;Гидрологический пост;1;ФГБУ Иркутское УГМС;УСТЬ-КАДА;0;;5430102011;;;54.50;102.01;5;138;Отсутствует;1;0;0;2;0;0;0;0;0;1;0;;71;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.554369;2021-02-26 17:10:52.554369+08;f;0104000020E6100000010000000101000000713D0AD7A38059400000000000404B40;;;;;
8542;Гидрологический пост;3;ФГБУ Иркутское УГМС;МАСЛЯНОГОРСК;0;;;;;53.50;101.68;5;138;Отсутствует;0;0;0;3;0;0;0;0;0;1;0;;72;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.573474;2021-02-26 17:10:52.573474+08;f;0104000020E6100000010000000101000000EC51B81E856B59400000000000C04A40;;;;;
6221;Пристанционный гидрологический пост;1;ФГБУ Забайкальское УГМС;КУАНДА (ГП ПРИ ТРОИЦКИЙ ПРИИСК М)-р.Куанда (Конда);0;;562111614;;;56.35;116.23;5;175;Бурятский ЦГМС;1;0;0;3;0;0;0;0;0;1;0;;73;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.589535;2021-02-26 17:10:52.589535+08;f;0104000020E61000000100000001010000001F85EB51B80E5D40CDCCCCCCCC2C4C40;;;;;
5953;Пристанционный гидрологический пост;3;ФГБУ Иркутское УГМС;ПЕРЕВОЗ (ГП ПРИ ПЕРЕВОЗ М);0;30069;;;;59.00;116.92;5;138;Отсутствует;0;0;0;3;0;0;0;0;0;1;0;;74;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.609469;2021-02-26 17:10:52.609469+08;f;0104000020E61000000100000001010000007B14AE47E13A5D400000000000804D40;;;;;
4689;Гидрологический пост;1;ФГБУ Забайкальское УГМС;СЕМИОЗЕРЬЕ-р.Чикой;0;;495411032;;;49.82;110.47;6;175;Отсутствует;1;0;0;3;0;0;0;0;0;0;0;;76;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.643547;2021-02-26 17:10:52.643547+08;f;0104000020E6100000010000000101000000AE47E17A149E5B40295C8FC2F5E84840;;;;;
4891;Гидрологический пост;1;ФГБУ Иркутское УГМС;БОЛЬШОЕ ГОЛОУСТНОЕ;0;;;;;52.03;105.42;5;138;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;77;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.653101;2021-02-26 17:10:52.653101+08;f;0104000020E61000000100000001010000007B14AE47E15A5A40A4703D0AD7034A40;;;;;
5825;Пристанционный гидрологический пост;1;ФГБУ Забайкальское УГМС;АМАЗАР (ГП ПРИ АМАЗАР М)-р.Большая Чичатка;0;;;;;53.88;120.90;6;175;Отсутствует;0;0;0;3;0;0;0;0;0;1;0;;78;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.673634;2021-02-26 17:10:52.673634+08;f;0104000020E61000000100000001010000009A99999999395E40713D0AD7A3F04A40;;;;;
4939;Гидрологический пост;2;ФГБУ Иркутское УГМС;РАЗДОЛЬЕ;0;;5227103131;;;52.45;103.21;5;138;Отсутствует;1;0;0;3;0;0;0;0;0;1;0;;79;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:52.693267;2021-02-26 17:10:52.693267+08;f;0104000020E61000000100000001010000003D0AD7A370CD59409A99999999394A40;;;;;
