"type";"id";"is_deleted";"symbol";"created_by";"edited_by";"edited_on";"created_on";"published";"geom"
"прочая";193;f;"";"57cd206ea47f4dd00900000f";"";"2017-04-18 18:15:04.724492";"2017-04-18 18:15:04.724492+09";f;"0105000020E610000001000000010200000003000000DCF4673F52E25C40A88DEA74207F494044A67C08AAE25C40D829560DC27A4940A20E2BDCF2E35C402B8716D9CE774940"
"прочая";194;f;"";"57cd206ea47f4dd00900000f";"";"2017-04-18 18:15:04.728751";"2017-04-18 18:15:04.728751+09";f;"0105000020E61000000100000001020000000C000000DC68006F81BB59401C25AFCE31944A40304CA60A46C5594017B7D100DE924A400B0E2F8848CA5940572250FD83904A4033E02C25CBCC5940D6C56D34808F4A400684D6C397CE59400327DBC01D8E4A406D72F8A413D059405AF5B9DA8A8D4A40A48CB80034D15940211FF46C568D4A40251FBB0B94D259401B9C887E6D8D4A40F48C7DC9C6D359403E963E74418D4A400D1B65FD66D45940B4E6C75F5A8C4A402711E15F04D559407A8B87F71C8A4A406B274A4222D65940E146CA1649874A40"
"прочая";195;f;"";"57cd206ea47f4dd00900000f";"";"2017-04-18 18:15:04.730494";"2017-04-18 18:15:04.730494+09";f;"0105000020E61000000100000001020000002000000011C7BAB88DFA5C4032E36DA5D7044A40B136C64E78F85C40726BD26D890A4A40E2E6543200F65C40B075A911FA114A40DBDFD91EBDF45C406A865451BC164A40C9ACDEE176F45C40F9A23D5E48194A4037FDD98F14F45C40A0353FFED21A4A40AB5CA8FC6BF35C406E5166834C1C4A40350C1F1153F25C40A8902BF52C1E4A4066BCADF4DAEF5C40A2D0B2EE1F214A40D95E0B7A6FE95C40AE2EA704C4284A40F7EAE3A1EFE45C409AEB34D2522D4A40AF25E4839EE35C40B1F9B836542E4A40F2086EA46CE15C40BBECD79DEE2E4A4099107349D5DF5C40D3FA5B02F02F4A406EA301BC05DE5C40AB09A2EE03324A40310A82C7B7DB5C40CBDAA6785C344A401FD7868A71DB5C40A54929E8F6344A404E62105839DB5C401E882CD2C4354A4076DEC66647DB5C401C28F04E3E374A403811FDDAFADC5C4002F566D47C3F4A4033FB3C4679DD5C4050E27327D8434A40CAC0012D5DDD5C40292158552F454A403811FDDAFADC5C404B22FB20CB464A405F950B957FDB5C40FD9FC37C79494A40A56950340FDB5C40137EA99F374B4A40D2FBC6D79EDA5C40EA5C514A084E4A40984C158C4ADA5C40492D944C4E4F4A401DE6CB0BB0D95C40849CF7FF71504A40FF959526A5D85C40CB2E185C73514A4099805F2349D65C40A46DFC89CA524A40C83F33880FD25C407C7C4276DE544A40956588635DCC5C409CA223B9FC574A40"
"прочая";196;f;"";"57cd206ea47f4dd00900000f";"";"2017-04-18 18:15:04.732113";"2017-04-18 18:15:04.732113+09";f;"0105000020E6100000010000000102000000050000003CDBA337DC3F59405952EE3EC7D7494022179CC1DF3C594053E8BCC62ED549409B1DA9BEF3395940C2BF081A33D34940093543AA283859404012F6ED24D24940C0B0FCF9B6365940912BF52C08D14940"
"прочая";197;f;"";"57cd206ea47f4dd00900000f";"";"2017-04-18 18:15:04.734621";"2017-04-18 18:15:04.734621+09";f;"0105000020E61000000100000001020000006E000000DA73999A0421584041D653ABAF58474040852348A51C58402600FF942A5D474099D87C5C1B1B5840DEAB5626FC5E474001F9122A38195840F2B391EBA66247408BA9F413CE16584007600322C4654740EB0088BB7A1558401668774831684740658F5033A4145840EF737CB438694740C7116BF12913584007B13385CE694740E2783E03EA1058402FC4EA8F306A474085B01A4B580F584043C70E2A716B474029CC7B9C690D584081B3942C276D4740350C1F11530C5840C03C64CA876E4740C30FCEA78E0B58401572A59E056F4740F357C85C19085840C30FCEA78E714740B0E42A16BF045840C3D7D7BAD4724740FED2A23EC9025840AAB8718BF97347404D309C6B98FF5740E92807B3097647400C93A98251FC5740F5D901D715794740B16A10E676FB5740A930B610E47A4740F7578FFB56FB5740C3D4963AC87B4740DF196D5512FB574090A2CEDC437C4740809E060C92FA5740EE073C30807C4740D3A3A99ECCF75740AF7C96E7C17B4740333674B33FF557404F3BFC35597B474059130B7C45F45740B80375CAA37B474091813CBB7CF35740C1AC50A4FB7B4740FC709010E5F15740842BA0504F7D474087A2409FC8EE5740C84109336D7F474025AFCE3120EA5740CFBA46CB81824740F2EB87D860E6574077F86BB2468547408F37F92D3AE25740BD1E4C8A8F8747408DF161F6B2DF57409DF2E84658884740AFCF9CF529DC57400FF10F5B7A884740768A558330DA57409BABE63922894740FC8BA03193D85740A2EF6E65898A47403161342BDBD65740F9821612308C4740355F251FBBD55740257A19C5728D4740219221C7D6D457405BD07B63088E47401EC022BF7ED35740A2D288997D8E4740DAAA24B20FD257402E1A321EA58E4740850A0E2F88D1574024B726DD968E4740BC7A15191DD057407D3F355EBA8D4740B686527B11CF5740DF6FB4E3868D4740DB334B02D4CD57401D03B2D7BB8D4740C72AA5677ACB5740C5538F34B88D4740CCD24ECDE5CA57402EC6C03A8E8D47407D59DAA9B9C95740317BD976DA8C4740D1967329AEC85740BD72BD6DA68C4740F60D4C6E14C75740E597C118918C474004AE2B6684C55740DD442DCDAD8C4740DC0F786000C5574055867137888C4740CADDE7F868C457403C66A032FE8B4740A662635E47C257409C86A8C29F894740D0D1AA9674C05740E4141DC9E5874740BCCE86FC33BC57401D91EF52EA84474009DE904605BB5740C79C67EC4B844740F7E80DF791BA5740AFB5F7A92A844740FB96395D16B95740C2A563CE33844740CF85915ED4B35740DFBF7971E2834740C558A65F22AD574047382D78D183474079E8BB5B59AC5740CBBF9657AE8347409C6C0377A0AA57407EA99F3715834740C30FCEA78EA95740CAC16C020C834740B3EC496073A757403659A31EA2834740CF6BEC12D5A25740083C3080F0834740034015376E9F574054FD4AE7C3834740F9D687F5469C5740FE2B2B4D4A834740847F113466965740F4F928232E82474021AE9CBD338F57407157AF22A37F474098C28366D78957403ACE6DC2BD7E474078D2C265158957409817601F9D7E4740A6423C122F8657408FE4F21FD27D47401C412AC58E805740126BF129007C47403FE42D573F7D57408542041C427B4740CC5D4BC8077C5740E0D91EBDE17A47406E13EE95797B5740492EFF21FD7A47409B030473F47A574045D8F0F44A7B4740B87361A4177A574047C9AB730C7C47407DE9EDCF45795740D73043E3897C474045D7851F9C78574079AC1919E47C47409B030473F47757401749BBD1C77C474066101FD8F17457409D7FBBECD77B47400AF4893C497357403997E2AAB27B474027C286A75771574010E7E104A67B47406475ABE7A4705740BB473657CD7B47408D2782380F7057408A3DB48F157C4740C7478B33866F57408655BC91797C4740ABECBB22F86C574093E52494BE7E47400135B56CAD69574030A017EE5C82474038DBDC989E6857401DE8A1B60D834740910C39B69E67574062F71DC363834740083E062B4E6657403C32569BFF834740683D7C992865574007D0EFFB37854740F14927124C6457409835B1C0578647407F32C687D9625740E2AFC91AF588474020B8CA13086257406094A0BFD08947409E280989B4605740F701486DE28A4740739F1C05885F574025AE635C718B47402CBCCB457C5E5740B3B3E89D0A8C47406F8099EFE05D5740F01989D0088C47402C6684B7075D5740B33F506EDB8B4740925ED4EE575B5740F5BC1B0B0A8B4740B859BC5818585740D39FFD48118947401570CFF3A7555740CA501553E9874740DD60A8C30A5257402A1900AAB8854740DC68006F815057401807978E39854740DAE6C6F4844F5740C3D50110778547407A51BB5F054E574060E63BF8898547409372F7393E4957404E6210583986474033DFC14F1C4057405DA3E5400F874740"
"федеральная";198;f;"";"57cd206ea47f4dd00900000f";"";"2017-04-18 18:15:04.736376";"2017-04-18 18:15:04.736376+09";f;"0105000020E61000000100000001020000002000000025E99AC9370E5A40E6B2D1393FAD47404852D2C3D00C5A40C85D8429CAAD47404374081C090B5A40E2033BFE0BAE4740EC681CEA77095A4081EB8A19E1AD4740348639419B055A409335EA211AAD47403B6EF8DD74045A402B4F20EC14AD474079CC4065FC025A402A36E675C4AD474088D51F6118015A40AD86C43D96AE47402F6EA301BCFF59402121CA17B4AE474079E9263108FB594076FBAC3253AE474062307F85CCF7594000AAB8718BAD47404E0E9F7422F6594032C687D9CBAC4740906AD8EF89F359401E32E54350AB4740ED9BFBABC7EE59401EA67D737FA74740569A94826EED5940A9D903ADC0A64740198EE733A0EA594006BEA25BAFA54740C59272F739E859409D6340F67AA54740DBDFD91EBDE75940A7EB89AE0BA34740CA332F87DDE7594032AD4D637BA147408F8AFF3BA2E85940B0E76B96CB9E47401475E61E12E959408CF2CCCB619D4740BABBCE86FCE85940533D997FF49B4740C64E78094EE859402D5BEB8B84984740C93B873254E859405534D6FECE9647404D8237A451E8594074CE4F711C9047400E4DD9E907E85940E4BB94BA648E4740A73D25E7C4E759402FC214E5D28A4740DC627E6E68E759400A0F9A5DF7864740B8E52329E9E65940E509849D628547403EE76ED74BE359405281936DE07C4740DD5ED218ADDF5940A12DE7525C75474033FD12F1D6DB59406FA0C03BF96E4740"
"прочая";199;f;"";"57cd206ea47f4dd00900000f";"";"2017-04-18 18:15:04.738047";"2017-04-18 18:15:04.738047+09";f;"0105000020E610000001000000010200000007000000EE5EEE93A398584050FEEE1D35104740AED7F4A0A09C584003CFBD874B1047409087BEBB959E58408505F7031E104740A18499B67F9F5840DB8651103C104740861F9C4F1DA15840A7C98CB7951047409C3061342BA55840062FFA0AD21247404910AE8042AC5840D464C6DB4A174740"
"прочая";200;f;"";"57cd206ea47f4dd00900000f";"";"2017-04-18 18:15:04.739719";"2017-04-18 18:15:04.739719+09";f;"0105000020E6100000010000000102000000590000000002D6AA5DB05B40ED461FF301AF47409D2B4A09C1B55B408ECBB8A981B447408527F4FA93B85B40BAF605F4C2B747401F1494A295BB5B404221020EA1BA474027A435069DBD5B40F0FD0DDAABBD474018946934B9BE5B40043C69E1B2C047404145D5AF74C05B40FE0B040132C24740D82E6D382CC25B4079043752B6C24740ECD973999AC45B40E3A9471ADCC24740672B2FF99FC55B40DCD6169E97C24740B34291EEE7C75B40834C327216C2474016C3D50110C95B403CA1D79FC4C14740A94BC63192CA5B404F04711E4EC24740D26D895C70CC5B400A9FAD8383C347407DCC07043ACF5B402504ABEAE5C54740BADDCB7D72D15B40D7506A2FA2C74740ED4ACB48BDD25B40DC12B9E00CC8474069C9E369F9D35B401C98DC28B2C847402C11A8FE41D55B4092921E8656C94740E9482EFF21D65B40F9A1D28899C94740F0C000C287D75B403541D47D00CA474099B9C0E5B1D85B4059BE2EC37FCA47409DF529C764D95B40C26856B60FCB4740DD28B2D650DA5B404CFA7B293CCC474097CADB114EDB5B404CA7751BD4CC4740B403AE2B66DC5B40778368AD68CD4740287CB60E0EDE5B4084B9DDCB7DCE47402426A8E15BDF5B40C504357C0BCF47403CC1FEEBDCE05B4062484E266ECF4740890CAB7823E25B40640795B88ECF4740A54C6A6803E45B40AD33BE2F2ECF4740E65AB4006DE75B40F392FFC9DFCF47408BFED0CC93E85B405F268A90BACF47408D2AC3B81BEA5B4011001C7BF6CE474091D6187442EB5B40CB30EE06D1CE47403788D68A36EC5B4065C746205ECF4740B98B3045B9EC5B4027158DB5BFCF474076DD5B9198ED5B403318231285D047405C3AE63C63EE5B401B2C9CA4F9D147400BB77C2425EF5B40E19524CFF5D347408C852172FAEF5B406762BA10ABD54740CFDA6D179AF05B40397CD28904D7474040DB6AD619F15B40BE16F4DE18D84740F38DE89E75F25B406D533C2EAAD947405D8B16A06DF45B403B730F09DFDB4740A03715A930F75B40A3CEDC43C2DD47406094A0BFD0FD5B40520B259353E14740B000A60C1C035C40A5F9635A9BE4474060E5D022DB055C40797764AC36E54740906AD8EF890A5C4087DEE2E13DE54740EF6FD05E7D0D5C4019E8DA17D0E54740A9DDAF027C145C40D7F84CF6CFE747400E4FAF9465165C40DCD8EC48F5E74740481630815B185C402BC3B81B44E747408ACC5CE0F21A5C4010255AF278E647404487C091401C5C40950C0055DCE647401FF46C567D205C404AD3A0681EE84740C3B7B06EBC255C408463963D09EA47408E5BCCCF0D275C40DEAD2CD159EA4740D881734694295C40AE450BD0B6EA47402FDFFAB0DE2B5C404A9869FB57EC4740378DEDB5A02D5C4075E4486760EE47406F83DA6FED315C40416326512FF44740B6F5D37FD6325C400C5A48C0E8F44740E0BBCD1B27345C401B9DF3531CF547407B4E7ADFF8345C408EC8772975F54740B1A547533D385C40037D224F92F6474057EBC4E578395C40DF87838428F74740E547FC8A353A5C40404D2D5BEBF74740F86EF3C6493D5C4077483140A2FB474076C1E09A3B3E5C4063D009A183FC4740465ED6C402405C404C35B39602FE4740EDD79DEE3C435C40EB8F300C58004840DFC325C79D4E5C406F675F7990064840902DCBD765555C40BDAB1E300F09484067463F1A4E5A5C40533C2EAA450A484037A5BC56425E5C4078280AF4890A48401971016894615C40D461855B3E0A48404CFC51D499685C40D714C8EC2C084840780C8FFD2C6B5C40EDB776A224084840F3734353766F5C407B4E7ADFF80848401AA54BFF92715C4053AF5B04C6084840EBE6E26F7B735C40448655BC91074840CAFACDC474785C40C4B29943520548409B012EC8967B5C401F8656276704484097749483D97D5C40E84B6F7F2E044840BF45274BAD835C40C09481035A0448402288F37002975C40E3FF8EA850074840BB0ED594649D5C40FCC22B499E074840"
"федеральная";201;f;"";"57cd206ea47f4dd00900000f";"";"2017-04-18 18:15:04.741388";"2017-04-18 18:15:04.741388+09";f;"0105000020E61000000100000001020000000F000000F5673F5244055A4063B83A00E284484085EB51B81E015A40BDA8DDAF02824840C59107228BFF594092E7FA3E1C8048401152B7B3AFFB5940C042E6CAA07C48407AA9D898D7F75940CDE49B6D6E784840327216F6B4F5594026547078417648404E27D9EA72F35940C07ADCB75A75484011C5E40D30F159409A0AF148BC744840A6B915C26AED5940D3FA5B02F0734840E3E0D231E7EB5940FEF15EB5327348401F680586ACE959407B4D0F0A4A7148403DD4B66114E859405FB2F1608B6F484069AD68739CE6594038F8C264AA6C4840FCFB8C0B07E559404F2157EA596A48402592E86514E25940DA1F28B7ED674840"
"прочая";202;f;"";"57cd206ea47f4dd00900000f";"";"2017-04-18 18:15:04.743052";"2017-04-18 18:15:04.743052+09";f;"0105000020E610000001000000010200000071000000CC7B9C69C28B5C40E92B483316394F40309DD66D50935C4037DF88EE59374F4072A3C85A439D5C40598AE42B81364F4042AF3F89CFA65C4012A452EC68364F408D2AC3B81BB05C4006A051BAF4334F40CE1C925A28B95C4072FC5069C4304F40689599D2FAC25C401F0E12A27C2D4F400113B87537CD5C40486E4DBA2D2B4F40DD7BB8E4B8D75C40F1F44A5986284F409AD2FA5B02DE5C40C87E164B91264F40350C1F1153E45C408F519E7939264F4065A9F57EA3EA5C40A038807EDF254F401D1D5723BBEE5C40740CC85EEF224F40AF05BD3786F15C408351499D801E4F40ACC77DAB75F45C40E597C118911C4F40B77D8FFAEBF75C40268E3C10591C4F402E8CF4A276FB5C404240BE840A1E4F40E9F010C64F015D404E7ADFF8DA1D4F40C4CDA96400085D400EDAAB8F87204F40F6285C8FC20E5D404B051555BF1E4F406B990CC7F3125D40EBE5779ACC1C4F40F1457BBC90175D406420CF2EDF1C4F409CA56439091E5D4079793A57941C4F407BD80B056C255D40E02EFB75A7194F40E509849D622D5D408AADA06989174F4033E202D028305D405E0EBBEF18184F40465B9544F6315D40D34CF73AA9194F400E84640113345D40F4FE3F4E981E4F4052D32EA699355D40325871AAB5224F4013F06B2409385D40E0F2583332244F40B7989F1B9A3A5D400A11700855244F40E86B96CB463E5D40EB8CEF8B4B234F40DC0F786000415D40CA181F662F214F40C172840CE4425D40ED2DE57CB11D4F406AC020E9D3475D40C4978922A41C4F40D3BF2495294F5D404148163081194F405B07077B13585D40081D740987184F401711C5E40D615D40390EBC5AEE164F408CF50D4C6E665D406AC2F69331164F40F3E32F2DEA6A5D406153E751F1154F403BA92F4B3B6F5D40A489778027174F40F7730AF2B3705D405D16139B8F1B4F40D593F947DF6D5D40E59CD843FB204F40656D533C2E695D4020240B98C0254F40E960FD9FC3645D40B29B19FD682C4F40AB5D13D21A645D40D0EE906280304F4020240B98C0655D40AE10566309354F40DE567A6D36665D401938A0A52B3A4F4027DA5548F9615D409FAC18AE0E404F4080D6FCF84B605D409FE74F1BD5434F4026A60BB1FA605D405C035B2558484F4078EE3D5C72625D40F818AC38D54E4F404D8578245E655D403927F6D03E544F4055336B2920665D407099D36531594F40F75AD07B63655D40394206F2EC5E4F4060E4654D2C665D4080D767CEFA624F403E3F8C101E665D40EC6D3315E2674F402AC58EC6A1635D4008944DB9C26B4F40E162450DA6635D40448B6CE7FB6D4F4062F9F36DC1645D40D6011077F5704F40ACE122F774675D40A73D25E7C4744F40207BBDFBE36A5D4098DBBDDC277B4F408505F7031E705D40BDE13E726B804F400987DEE2E1755D40E8323509DE844F4018EDF1423A7A5D409817601F9D8C4F40BDC799266C7F5D400FB743C362904F4012BF620D17875D406823D74D29954F408BC1C3B46F885D402AFD84B35B974F40A6BA809719895D409752978C639A4F404FCFBBB1A0895D40B35DA10F969D4F40A6643909A58C5D400805A568E5A04F401DE5603601955D406308008E3DA74F40BF4868CBB99E5D4040868E1D54AA4F40B6476FB88FA65D407BD80B056CB14F40D00F238447AC5D400F62670A9DB74F40778192020BB15D405CCAF962EFBD4F40FB22A12DE7B45D403BC780ECF5C04F407DCEDDAE97B95D40F0366F9C14C24F409B8F6B43C5BF5D4095EEAEB321C34F4083FC6CE4BAC75D4068E7340BB4C54F40669FC728CFCE5D406A85E97B0DC74F40F7AC6BB41CD85D4035B742588DC94F40DDCEBEF220DF5D401FF296AB1FCD4F402AC6F99B50E75D40B2BD16F4DECE4F40B69F8CF161EC5D4088D860E124CF4F40A62A6D718DF25D40698EACFC32CE4F409B75C6F7C5FB5D40207F69519FCC4F4085CFD6C1C1055E40A1A014ADDCC94F40DCB930D28B0A5E40E2AC889AE8C74F40AF5C6F9BA90C5E4010AD156D8EC54F403CDBA337DC0C5E405C2041F163C24F403198BF42E60C5E403F1A4E999BBD4F4014ED2AA4FC0F5E40CC46E7FC14B94F401C98DC28B2135E408080B56AD7B64F40B7F0BC546C195E40661536035CB64F4005A22765521D5E40BD0166BE83B74F40A8C64B3789205E409F91088D60B94F40618907944D245E408FE046CA16BD4F40EBE1CB4411295E400BEBC6BB23BF4F406E30D461852F5E4071C971A774C04F401477BCC96F385E4050FF59F3E3C34F40F41ABB44F5405E4059BF99982EC64F40AE635C7171485E40965E9B8D95CA4F40EA5DBC1FB7505E40DB696B4430D04F4007793D9814595E40ACFD9DEDD1D34F407CF2B0506B5F5E40AC38D55A98D94F405BE9B5D958645E4006465ED6C4DC4F4096B036C64E6D5E408927BB99D1DF4F4093E1783E03765E4042EC4CA1F3E04F407D5BB054177E5E40FBB0DEA815E04F40E4D87A8670815E402B16BF29ACE04F408AE42B8194885E400E68E90AB6E34F4023827170E98E5E40B876A22424E64F40"
"федеральная";203;f;"";"57cd206ea47f4dd00900000f";"";"2017-04-18 18:15:04.744953";"2017-04-18 18:15:04.744953+09";f;"0105000020E61000000100000001020000006100000070ECD973993857404CDD955D30004C40C7B94DB857375740384BC97212044C4004392861A6365740EECF4543C6054C40882F134548345740CB83F41439084C408E041A6CEA325740B7EEE6A90E094C400EA48B4D2B3157409FE6E445260A4C4053927538BA2F5740CA6FD1C9520B4C40D029C8CF462F5740D1E80E62670C4C40DCF29194F42E574093567C43E10D4C407EE36BCF2C2F5740A9A0A2EA57104C40325706D5062F5740FD15325706114C40CAC2D7D7BA2E5740D384ED2763124C40A565A4DE532E5740348463963D134C40E02A4F20EC2D57401B1021AE9C134C40FC1C1F2DCE2C574024B891B245144C40740B5D8940285740145FED28CE154C40B96FB54E5C24574097546D37C1174C409D2D20B41E2257408F6D197096184C4052D66F26A61F574074D0251C7A194C4090D78349F11D5740CEDE196D551A4C40E14389963C1C5740F0FD0DDAAB1B4C400DC68844A11A57401A321EA5121C4C40E085ADD9CA18574059349D9D0C1C4C4070B4E386DF1757404A0856D5CB1B4C40ABB4C5353E155740B70DA320781A4C40AAEFFCA204145740FBCDC474211A4C40E97FB9162D135740632992AF041A4C40A0353FFED21157404B92E7FA3E1A4C40166A4DF38E0E5740E525FF93BF1B4C40E99C9FE238095740D943FB58C11D4C406FBA6587F807574046787B10021E4C40BCCB457C270757401D2098A3C71D4C40E25AED612F065740EF906280441D4C4085436FF1F003574063804413281C4C40E25817B7D102574098C28366D71B4C4098BED7101C0157400D0055DCB81B4C4017B7D100DEFD56402461DF4E221C4C400D501A6A14FC5640D2FF722D5A1C4C40D32EA699EEFA5640AB949EE9251C4C4000C5C89239F956404E4700378B1B4C40EB573A1F9EF75640A7583508731B4C40952BBCCB45F4564088F37002D31B4C40B43BA41820F356408B4F01309E1B4C4088D9CBB6D3F1564007962364201B4C407506465ED6F056404CC631923D1A4C40465F419AB1EF564053D0ED258D194C40BE33DAAA24EE5640A45016BEBE184C40459E245D33ED564065726A6798184C4022382EE3A6E756408121AB5B3D174C40D591239D81E656401AFB928D07174C4088F19A5775E55640ED116A8654174C400F289B7285E356401503249A40174C40D767CEFA94DE5640723788D68A164C4078094E7D20DD5640C539EAE8B8164C408C3045B934DA5640FA5FAE450B184C40200DA7CCCDD8564006F1811DFF174C4024F0879FFFD5564095D233BDC4184C4013B69F8CF1D25640EBA7FFACF9194C40446D1B4641D15640AB3DEC85021A4C40B79C4B7155D05640782975C9381A4C40BA32A83638CE56402385B2F0F5194C40F965304624CA5640757808E3A7194C4023D8B8FE5DC85640F0FCA204FD194C400A9E42AED4C55640486B0C3A211C4C4055F99E9108C256405395B6B8C61F4C401492CCEA1DC05640BC7669C361214C4075C93846B2BE5640E02C25CB49224C4003098A1F63BC564061E28FA2CE224C40AEA0698995B85640486E4DBA2D234C4095B6B8C667B1564044300E2E1D234C40AA471ADCD6AC56408A75AA7CCF224C40624B8FA67AA95640CF4C309C6B224C40594DD7135DA75640D0D2156C23224C40558A1D8D43A65640CDCEA2772A224C40276893C327A45640B2666490BB224C40BE30992A18A15640F931E6AE25244C40834C3272169D5640E8A221E351244C40FC1BB4571F99564082E50819C8254C4086C77E164B94564056BB26A435264C40E6E8F17B9B8E564073672618CE254C40B119E0826C8A5640CF4D9B711A244C4056D5CBEF348956406C088ECBB8234C403ECA880B40885640E96514CB2D234C40DB6CACC43C845640A702EE79FE204C405BB4006DAB7F5640B340BB438A1D4C401155F833BC7B5640F0C000C2871A4C402DE92807B3785640310BED9C66194C403410CB660E765640A12E52280B194C40C72FBC92E472564023BC3D0801194C400D1AFA27B86E56402A91442FA3184C4099107349D56B5640B936548CF3174C40F60D4C6E14665640BE4A3E7617164C400B410E4A986156408D9B1A683E154C409EB47059855A56400A65E1EB6B134C40DD7A4D0F0A595640F5F75278D0124C40F0DFBC38F156564065A9F57EA3114C40529E7939EC5256404CA59F70760F4C40"
