id;WKT;WKB
328;MULTIPOLYGON (((102.489971730567 53.7354728230867,102.490566287525 53.735101594355,102.490885586632 53.7350104148667,102.491160844483 53.7348215424404,102.490995689772 53.7345480015598,102.490621339095 53.7343591270557,102.489839606799 53.7342223553334,102.488936761048 53.7350364661693,102.489971730567 53.7354728230867)));0106000020E61000000100000001030000000100000009000000FDAF63B25B9F5940892035F923DE4A40295C2470659F5940007F1DCF17DE4A40622A61AB6A9F594033093FD214DE4A405608E52D6F9F5940C296DEA10EDE4A400E832F796C9F594050053EAB05DE4A407F880B57669F5940961CD97AFFDD4A402EDF3888599F5940141386FFFADD4A40DAA069BD4A9F594043C8C7AC15DE4A40FDAF63B25B9F5940892035F923DE4A40
329;MULTIPOLYGON (((102.234067711002 53.4804856342176,102.234076375716 53.4804753215338,102.232768003905 53.4800267173611,102.231832214796 53.4808207950774,102.233036610039 53.4813054845608,102.234067711002 53.4804856342176)));0106000020E6100000010000000103000000010000000600000067F322F7FA8E5940CA94A28D80BD4A40DA9D7A1BFB8E5940EA42203780BD4A40F014C5ABE58E5940D622F68371BD4A40512DC956D68E59400D0C2B898BBD4A40D8B86212EA8E59407BC9096B9BBD4A4067F322F7FA8E5940CA94A28D80BD4A40
330;MULTIPOLYGON (((101.864486319626 53.5800846571616,101.864506650305 53.580108797747,101.860918285452 53.5782378615115,101.860664151964 53.5776644935089,101.860288034401 53.5776705290021,101.859627287332 53.5772359712925,101.858692076095 53.5775981030273,101.858061825045 53.578086975949,101.859932247518 53.5788534690259,101.860806466717 53.579565631241,101.859952578197 53.5801329383186,101.860298199741 53.5804588346861,101.860562498568 53.5806942027224,101.86073530934 53.5809054293314,101.860979277489 53.5810864798705,101.861202914958 53.5813037394939,101.861548536502 53.5812675296342,101.861762008632 53.5814666834786,101.862199118232 53.5813580542252,101.862534574437 53.5815028931677,101.862727715888 53.581436508714,101.863398628296 53.5809718146191,101.864486319626 53.5800846571616)));0106000020E6100000010000000103000000010000001700000084A86DBE53775940D1B5CB3640CA4A40028FB31354775940FE384D0141CA4A40DD220249197759401C40C0B203CA4A409961181F157759402FD7FDE8F0C94A401D398BF50E775940A9F69E1BF1C94A40C5752B2204775940576349DEE2C94A40640A9CCFF4765940F05D11BCEEC94A40EB20257CEA765940E5F807C1FEC94A4066F74321097759403A52D7DE17CA4A4007AF0174177759406908E4342FCA4A40E3DD89760977594094B4CECB41CA4A407F2C2E200F77594056D39F794CCA4A40DFE0BA7413775940B2D5083054CA4A402D088D49167759400B86EE1B5BCA4A4055D6D3481A7759408598B10A61CA4A40BABDD4F21D7759409B15332968CA4A40560C799C23775940B70073F966CA4A409F00D71B2777594089A012806DCA4A4093DC35452E775940EB14D3F069CA4A40143837C433775940A357D2AF6ECA4A40DF454FEE3677594043D0F2826CCA4A4053FC51EC41775940E9D7CF485DCA4A4084A86DBE53775940D1B5CB3640CA4A40
331;MULTIPOLYGON (((105.048227271318 56.8502985173299,105.042129816226 56.8486435186503,105.041729253483 56.8488869053994,105.038732450737 56.8479863665213,105.037056021478 56.8478971227497,105.035616962734 56.8481161752638,105.041165498511 56.849738746556,105.041595732568 56.8501768287435,105.040572072224 56.8503066298883,105.041922117026 56.8515153814298,105.04336117577 56.8518398718401,105.043791409828 56.8518642085075,105.044370000457 56.8512638994264,105.047248117945 56.8510773149124,105.047708023317 56.8509312916003,105.048227271318 56.8502985173299)));0106000020E610000001000000010300000001000000100000008345D62716435A4075E2F194D66C4C4023B84141B2425A405F48CF59A06C4C40BEBF2CB1AB425A40B6587C53A86C4C40664DAC977A425A40D8D437D18A6C4C408B1738205F425A408E4A96E4876C4C4006885E8C47425A40BAFB21128F6C4C4003759D74A2425A40104D3F3DC46C4C4018C22581A9425A409AA22598D26C4C4050D59ABB98425A409B78FFD8D66C4C40C5661ADAAE425A4017A4BD74FE6C4C404AF6F36DC6425A40B47DC316096D4C40A6437C7ACD425A401916EAE2096D4C40B93845F5D6425A40A2262837F66C4C40C457F81C06435A4048F5F819F06C4C40D0F9F3A50D435A407D480A51EB6C4C408345D62716435A4075E2F194D66C4C40
332;MULTIPOLYGON (((102.288193929442 53.485195731284,102.288765622786 53.4834880186164,102.28662748968 53.4833315315471,102.285952891534 53.4834948223889,102.285049616051 53.483358746731,102.284923843516 53.4837737761229,102.285621309395 53.4840187095965,102.285301161122 53.4857059906536,102.287302087826 53.4852705697089,102.288193929442 53.485195731284)));0106000020E6100000010000000103000000010000000A000000FC76F3C4719259400503CBE41ABE4A40CC84CE227B9259408EFB75EFE2BD4A40DA93D31A58925940698FC0CEDDBD4A4073555B0D4D9259400BF98828E3BD4A404AABBE403E925940FCB80CB3DEBD4A401E7037313C9259401E8E914CECBD4A401AB9999E479259403E2F3853F4BD4A40E921CD5F429259400CAA289D2BBE4A4041D24B2863925940364E95581DBE4A40FC76F3C4719259400503CBE41ABE4A40
333;MULTIPOLYGON (((101.526809434165 53.7815053447919,101.529320648245 53.7798591440257,101.529093217536 53.7796855612697,101.526970530917 53.7787224439023,101.524525650794 53.7804078847899,101.526809434165 53.7815053447919)));0106000020E61000000100000001030000000100000006000000A1BDEA3EB7615940E5C3FC5D08E44A40D453B663E0615940D989A76CD2E34A409076CCA9DC6159408C6889BCCCE34A40A20F9BE2B96159405D9C522DADE34A40B20409D491615940495BD367E4E34A40A1BDEA3EB7615940E5C3FC5D08E44A40
334;MULTIPOLYGON (((101.529396458482 53.7809790155155,101.530400944114 53.7804470802841,101.529737604545 53.7800439248802,101.529472268718 53.7800383254723,101.528562545881 53.7806990504448,101.529396458482 53.7809790155155)));0106000020E6100000010000000103000000010000000600000019F3AEA1E16159402C40D11EF7E34A402E2FCD16F2615940190A9FB0E5E34A40DCBE8D38E7615940E766B57AD8E34A401892A7DFE2615940DBC3BC4BD8E34A40C31C00F8D3615940DFD64CF2EDE34A4019F3AEA1E16159402C40D11EF7E34A40
335;MULTIPOLYGON (((102.126937621337 54.0702679140143,102.132467183864 54.070013520564,102.132082732032 54.0681271205013,102.126684046724 54.0684823270624,102.126937621337 54.0702679140143)));0106000020E610000001000000010300000001000000050000009111F9BE1F8859402553FC89FE084B404D9FA3577A885940D38CFA33F6084B40679C210B748859400A43B563B8084B40B06667971B885940228B6507C4084B409111F9BE1F8859402553FC89FE084B40
336;MULTIPOLYGON (((102.131641021415 54.0706759002558,102.132066372379 54.0708102948458,102.132270868035 54.0705943033282,102.132581701431 54.0705799038538,102.132663499694 54.0704503083589,102.132679859346 54.0701767165415,102.13150196437 54.0701623169223,102.131641021415 54.0706759002558)));0106000020E61000000100000001030000000100000008000000877276CE6C885940651B6CE80B094B403A9183C6738859409A4ACE4F10094B40201B3B20778859400D0AF03B09094B406DECF5377C885940486725C308094B40C1230C8F7D8859408232058404094B40A72EAAD37D885940433EF78CFB084B400D1537876A885940E34B2C14FB084B40877276CE6C885940651B6CE80B094B40
337;MULTIPOLYGON (((102.127821042569 54.0760849388853,102.127624726739 54.0759841557891,102.125669748272 54.0773423074212,102.125178958698 54.0770207702368,102.124401875207 54.0769055921321,102.124115581289 54.0772847188548,102.124999002521 54.0776686411213,102.12435279625 54.078431676084,102.125146239393 54.0785612466656,102.125178958698 54.0784988608805,102.125530691226 54.0785516488586,102.126046020278 54.0783452954715,102.12625869576 54.078268512554,102.126945801163 54.0779949722559,102.128131875965 54.0777166311549,102.128876240152 54.0773615035922,102.129612424512 54.0770399665565,102.130209551826 54.0766416411033,102.129596064859 54.0763680900843,102.129080735807 54.0767616190517,102.127821042569 54.0760849388853)));0106000020E61000000100000001030000000100000015000000C4644F382E885940821DBA26BD094B4051E0E6002B8859406E104CD9B9094B4030BB20F90A885940517C4C5AE6094B4056709BEE02885940D0A30CD1DB094B40CF644833F68759401F8BDD0AD8094B40DCA37A82F187594020FB3577E4094B400FF7D0FBFF87594037C5C80BF1094B40D5436E65F587594029E0950C0A0A4B40435A5F6502885940B494804B0E0A4B4056709BEE02885940A4202C400C0A4B40705DE1B1088859408172FDFA0D0A4B40A3B85323118859403BECF837070A4B40FD475A9F14885940EDDCDEB3040A4B40041748E11F885940B78B3FBDFB094B4011360A503388594032955A9EF2094B40CB2B21823F885940EEF253FBE6094B40CC1BE9914B8859402C6C1472DC094B400CAE715A558859407506AF64CF094B409F104B4D4B8859405EAFF86DC6094B406BB5D8DB4288594021B52153D3094B40C4644F382E885940821DBA26BD094B40
338;MULTIPOLYGON (((102.127109397687 54.0788587775816,102.129514266597 54.0776542441004,102.131011174796 54.0767808154913,102.132352666297 54.0758401795129,102.132033653074 54.0755810209574,102.13113387219 54.0761953200909,102.129661503469 54.077131148954,102.1283609111 54.0776686411213,102.126135998367 54.0785468499543,102.12632413437 54.078805989994,102.127109397687 54.0788587775816)));0106000020E6100000010000000103000000010000000B0000001D85748F22885940965B5F0B180A4B4092D934F64988594046670393F0094B4033CAB17C6288594067BF29F4D3094B402D52517778885940875D8921B5094B40277B473D73885940EC9A8EA3AC094B400D1D537F6488594008F3ABC4C0094B40C53CC35F4C8859405321F96EDF094B4098D0AE103788594037C5C80BF1094B406AF5B89C12885940F7E0BBD20D0A4B402374D2B11588594067E08E50160A4B401D85748F22885940965B5F0B180A4B40
339;MULTIPOLYGON (((102.127712263864 54.0825064487392,102.128337207582 54.082139842854,102.12806937456 54.0818046574965,102.126212398941 54.0805162635783,102.125319622201 54.0807048115279,102.127712263864 54.0825064487392)));0106000020E6100000010000000103000000010000000600000004260F702C885940A18541928F0A4B402E5B43AD36885940D560F18E830A4B40AED6E34932885940D14D3493780A4B4048732BDD13885940B66E5F5B4E0A4B40A0B9973C0588594033120789540A4B4004260F702C885940A18541928F0A4B40
340;MULTIPOLYGON (((101.324764610285 53.4722500739284,101.324764610285 53.4722573105601,101.32534515833 53.4715463056055,101.324919625731 53.4713708140002,101.324779807878 53.4712315057143,101.324512330244 53.4711971308722,101.323998651607 53.4712676897286,101.323685581195 53.4713889059518,101.323515368155 53.4715933444692,101.323302601856 53.471870149034,101.324764610285 53.4722500739284)));0106000020E6100000010000000103000000010000000B000000A00481F1C85459402D87BFB072BC4A40A00481F1C8545940871374ED72BC4A401DBC7F74D254594008901CA15BBC4A40F795AF7BCB545940BB35FBE055BC4A402E4F3F31C9545940A2F1605051BC4A40FE625DCFC45459405688053050BC4A406926D764BC545940DD85E97F52BC4A40D55ABA43B75459404E61BF7856BC4A40AA7ECD79B4545940D4C0B32B5DBC4A40BA6B65FDB0545940A307B53D66BC4A40A00481F1C85459402D87BFB072BC4A40
341;MULTIPOLYGON (((102.272929252898 53.8520992410867,102.273359937598 53.8518324891065,102.273015389838 53.8515149250087,102.273661416888 53.8512735746829,102.274307443938 53.8509306007733,102.275879443092 53.8501684264677,102.276267059322 53.8495078641767,102.275233416043 53.8490886557773,102.274092101588 53.8489743254853,102.273079992543 53.8486948501233,102.272326294319 53.8484026693407,102.270431281639 53.8493173154247,102.270991171749 53.8500922082739,102.270668158224 53.8504097831661,102.271141911394 53.8508416811528,102.272929252898 53.8520992410867)));0106000020E6100000010000000103000000010000001000000064D441AC77915940F7B4829611ED4A404801AEBA7E915940FC30D5D808ED4A402BAA8A1579915940F07BE970FEEC4A4081ED2CAB83915940259B5188F6EC4A40D630CF408E91594055BE3E4BEBEC4A40016E4002A8915940A1E2A951D2EC4A400130085CAE915940B82A77ACBCEC4A40F22A9E6C9D915940EBFBE3EFAEEC4A40641A99B98A915940308DD130ABEC4A40814A81247A91594017C86808A2EC4A4039FC43CB6D91594026546B7598EC4A401D9D01BF4E9159407AD6066EB6EC4A40AB0A5BEB57915940778F4CD2CFEC4A4000E989A052915940CC724F3ADAEC4A40C7809A635A915940FE4F5561E8EC4A4064D441AC77915940F7B4829611ED4A40
342;MULTIPOLYGON (((102.186171648937 54.3135336521712,102.185827806289 54.3125884062086,102.185234677721 54.3132528386616,102.185668779064 54.3134559271952,102.185763335792 54.3133756948078,102.186171648937 54.3135336521712)));0106000020E610000001000000010300000001000000060000001EE87D3CEA8B5940A822E7DE21284B40B7AC4F9AE48B594029E39AE502284B4065B98CE2DA8B594022B744AB18284B40F67D4DFFE18B59403705E6521F284B407101E78BE38B5940C847DCB11C284B401EE87D3CEA8B5940A822E7DE21284B40
343;MULTIPOLYGON (((102.186081390241 54.3138345216623,102.185376512813 54.3136038552492,102.184710317683 54.3135186086389,102.184044122552 54.3133857238648,102.183691683838 54.3133380858224,102.182698838192 54.314426225244,102.183829220897 54.3148173466696,102.185612904634 54.3151432783511,102.185840700388 54.3148750116935,102.185634394799 54.3148323897271,102.186081390241 54.3138345216623)));0106000020E6100000010000000103000000010000000B000000AD5EEBC1E88B59409C72C7BA2B284B409DFE7235DD8B5940F018CF2B24284B40AA6B394BD28B59405065B56021284B4070D8FF60C78B59402C84FD051D284B4069A8C39AC18B594067995F761B284B4051C37756B18B5940BF36591E3F284B4050F3A2DBC38B5940681450EF4B284B4097C7F214E18B59403E096D9D56284B40A99B64D0E48B59408EC60AD34D284B402AAB156FE18B5940BACC806D4C284B40AD5EEBC1E88B59409C72C7BA2B284B40
344;MULTIPOLYGON (((102.182378319468 54.312768054537,102.182580376752 54.3125323094952,102.182775698793 54.3122219097971,102.183139401904 54.3118879328236,102.182560171024 54.3117975621178,102.182108909757 54.3117504121056,102.181401709263 54.3117818454531,102.181044741395 54.311907578603,102.180526127699 54.3119743741826,102.180654097313 54.3121669020114,102.181051476638 54.3123751453837,102.181361297806 54.3124930185236,102.182378319468 54.312768054537)));0106000020E6100000010000000103000000010000000D00000054671D16AC8B594028BC9AC808284B40A3C29A65AF8B5940D41C080F01284B407234D898B28B59402CD635E3F6274B405972538EB88B594049BF9BF1EB274B406A06DB10AF8B59405E2286FBE8274B40DCED20ACA78B594009410070E7274B40472EEA159C8B594092DAAE77E8274B40E0D9AE3C968B5940BABC6896EC274B409BA275BD8D8B5940F426BBC6EE274B4041F633D68F8B59402C84C515F5274B4060C3EE58968B5940CCC0A4E8FB274B4090B56A6C9B8B5940C2646FC5FF274B4054671D16AC8B594028BC9AC808284B40
345;MULTIPOLYGON (((102.191019635976 54.3102848056222,102.195182016024 54.3114596525031,102.19548510195 54.3110785185615,102.195087722625 54.3109017026478,102.194838518641 54.3110942354948,102.194407463102 54.3109802875921,102.194454609802 54.3108506223535,102.193841702707 54.3107406030427,102.193875378921 54.3106109370489,102.191369868601 54.3098447205642,102.191019635976 54.3102848056222)));0106000020E6100000010000000103000000010000000B0000004A5A6CAA398C5940EA4B9A69B7274B40CAE5B5DC7D8C59401EC3EEE8DD274B40C0EEF1D3828C5940DADABF6BD1274B40A22137517C8C59404E9282A0CB274B401C64FA3B788C59404FB697EFD1274B40C507002C718C59405274BA33CE274B40FC69BFF1718C59408A7904F4C9274B40906E07E7678C5940CACD1B59C6274B40C8FD4674688C5940D5336419C2274B4031C567673F8C5940ACD4E6FDA8274B404A5A6CAA398C5940EA4B9A69B7274B40
346;MULTIPOLYGON (((102.198790383001 54.3164678714722,102.198339121733 54.3170571751799,102.199625553108 54.3173793243053,102.199733316992 54.3174696827534,102.199982520976 54.3175207548319,102.200272136416 54.3174500396294,102.200669515741 54.3169628871538,102.198790383001 54.3164678714722)));0106000020E61000000100000001030000000100000008000000E96F4CFBB88C59409A1AEB0482284B4014579296B18C59400E2E5B5495284B40DE8241AAC68C5940AF28BDE29F284B40BE19406EC88C5940DC72B8D8A2284B4044D77C83CC8C5940F1E62485A4284B403C0D3942D18C59403D29F133A2284B405ADAF3C4D78C5940872F693D92284B40E96F4CFBB88C59409A1AEB0482284B40
347;MULTIPOLYGON (((102.207842549319 54.3149317134657,102.208024400874 54.3146684785888,102.206859203871 54.3142677297221,102.205976887064 54.3142755875805,102.205687271624 54.3144641757326,102.206583058916 54.3147863451598,102.207842549319 54.3149317134657)));0106000020E61000000100000001030000000100000007000000B602D64A4D8D59407AE7B0AE4F284B4086A19345508D59407C4F840E47284B402AE0622E3D8D59401BACCAEC39284B40FE6AAEB92E8D5940724BB52E3A284B400735F2FA298D59407F44B35C40284B40EB7C26A8388D594028D840EB4A284B40B602D64A4D8D59407AE7B0AE4F284B40
348;MULTIPOLYGON (((101.993765201641 53.8571533700564,101.994275050784 53.857404646885,101.994756962989 53.8571327735282,101.994296003489 53.8568114663746,101.993765201641 53.8571533700564)));0106000020E61000000100000001030000000100000005000000DC3C5CD9997F594033069E33B7ED4A402596D233A27F59409EE77A6FBFED4A4063E01B19AA7F59401351D786B6ED4A40D761B48BA27F5940577585FFABED4A40DC3C5CD9997F594033069E33B7ED4A40
349;MULTIPOLYGON (((101.984350388113 53.8445745026468,101.984385447973 53.8445262387035,101.984140028956 53.8436988481646,101.983602444441 53.8426645869968,101.982375349354 53.8415751376035,101.980902835249 53.8406028835121,101.980411997214 53.8403960180267,101.979886099319 53.840795957043,101.979430321144 53.8411200427542,101.97876418381 53.8416509862642,101.978062986618 53.8422853515003,101.979219961986 53.8429059168878,101.981019701447 53.843457522844,101.98269088809 53.8439746468277,101.984350388113 53.8445745026468)));0106000020E6100000010000000103000000010000000F0000000430C598FF7E5940A5F36D041BEC4A40F36CD22B007F594037EC8F6F19EC4A403CC37526FC7E59401945E852FEEB4A40F2C8AA57F37E59400553E56EDCEB4A40CF77DB3CDF7E59401E91EEBBB8EB4A40AE7CAF1CC77E5940CBCD12E098EB4A40F928F611BF7E5940818EC21892EB4A4054982F74B67E5940EA0DB1339FEB4A408D8183FCAE7E5940D8D151D2A9EB4A4072FD8712A47E594050533238BBEB4A40F43C7F95987E5940FD4BA301D0EB4A407F14348AAB7E5940AA515157E4EB4A40949CDB06C97E59400F17866AF6EB4A401F9B5268E47E59409963795C07EC4A400430C598FF7E5940A5F36D041BEC4A40
350;MULTIPOLYGON (((101.984003154127 53.8510987626726,101.988016619277 53.8502987080643,101.988763954167 53.8501558395607,101.989331375102 53.8496455909244,101.988819312307 53.8493884232542,101.987864384392 53.8489353144673,101.986867937872 53.8482086973447,101.98629359717 53.8476535207061,101.985137995997 53.8466247915905,101.984619013435 53.8467350137763,101.984598254132 53.8471963108868,101.98463285297 53.8477678223807,101.984736649482 53.8483189153602,101.984792007622 53.8487883592128,101.984487537852 53.8494169975179,101.984113870407 53.8496864110442,101.983477251797 53.8498823470651,101.98316586226 53.8503313636538,101.984003154127 53.8510987626726)));0106000020E61000000100000001030000000100000013000000B9885DE8F97E594025ACE3CDF0EC4A40C0EC0EAA3B7F5940CE7B8B96D6EC4A4019A79BE8477F594054B513E8D1EC4A40113E8B34517F5940FF1ACD2FC1EC4A40C100CCD0487F594028BD85C2B8EC4A4032F6892B397F59403C0792E9A9EC4A4066A823D8287F59409EA3431A92EC4A405C062E6F1F7F5940D0E21AE97FEC4A40A9B63C800C7F594098EE7F335EEC4A40476E77FF037F59400F461CD061EC4A40854C65A8037F59407C46C0ED70EC4A40B1848339047F5940F6DCEFA783EC4A40A92CDEEC057F59406F06D7B695EC4A4051860ED5067F5940B105D218A5EC4A40369904D8017F5940C18038B2B9EC4A40093CBEB8FB7E59402EA53986C2EC4A40FF34924AF17E5940D10BDBF1C8EC4A40D23C8230EC7E5940FDD37AA8D7EC4A40B9885DE8F97E594025ACE3CDF0EC4A40
351;MULTIPOLYGON (((101.955729279845 53.8423294980003,101.956997866452 53.8430326077354,101.957824369848 53.8425052765411,101.958208790032 53.8426867245832,101.958881525354 53.8431800324728,101.960303880035 53.8439965293112,101.960938173339 53.8437413757597,101.961601298156 53.8434238491684,101.962283643983 53.8431233307122,101.963311967976 53.842397541394,101.962447022561 53.8419892793735,101.961620519166 53.8415923541481,101.960765184256 53.8411160389107,101.959842575814 53.8414619350385,101.958631652234 53.8408268448729,101.955729279845 53.8423294980003)));0106000020E61000000100000001030000000100000010000000E43024AB2A7D5940072FF773D1EB4A4033B0FA733F7D5940B3D7137EE8EB4A40C6F395FE4C7D5940C9B98036D7EB4A4057FBF54A537D5940DA6D9928DDEB4A4094089E505E7D5940320EC452EDEB4A4039BE679E757D594020AA091408EC4A4004FED202807D5940C195A7B7FFEB4A40C1D72BE08A7D5940206C0C50F5EB4A407E18230E967D5940A6F31D77EBEB4A4059933DE7A67D59404F42C1AED3EB4A400D8265BB987D5940F33E014EC6EB4A40C13ECA308B7D59409BD05A4CB9EB4A40F560412D7D7D59409AA1BBB0A9EB4A407D1B8E0F6E7D5940DDE85106B5EB4A405AD092385A7D5940FB29CC36A0EB4A40E43024AB2A7D5940072FF773D1EB4A40
352;MULTIPOLYGON (((102.129297487849 53.9560978826871,102.129249934156 53.955886471437,102.128806099686 53.9558584904559,102.128864220867 53.9543723624787,102.124970101767 53.9543505987048,102.12491726433 53.9546521814175,102.125546029829 53.9547299085672,102.125625285985 53.9556284238996,102.126053269224 53.9556128788163,102.126100822917 53.9562035879101,102.126940938164 53.9561973699632,102.127474596276 53.9560605748973,102.129297487849 53.9560978826871)));0106000020E6100000010000000103000000010000000D0000000D71F868468859403DF5586A61FA4A40730D84A14588594060C1E67C5AFA4A404F6BF05B3E885940570E2E9259FA4A40E48FB74F3F885940B186A2DF28FA4A404B049982FF875940752D112928FA4A403340FBA4FE875940221FED0A32FA4A40861037F20888594094E7F29634FA4A40CCB6A33E0A8859406EE33D0852FA4A40BE37BB41118859408213D78551FA4A40579B2F0912885940253211E164FA4A40077CE2CC1F885940AF41E8AC64FA4A40E184358B28885940E516633160FA4A400D71F868468859403DF5586A61FA4A40
353;MULTIPOLYGON (((102.124452294886 53.9569186456162,102.125292410132 53.9566823670352,102.125218437721 53.9564118885947,102.125583016035 53.9563621452422,102.125651704703 53.9561911520154,102.124732333301 53.9561258635075,102.124684779608 53.9564149975523,102.124441727398 53.9563932348445,102.124166972727 53.9565611182961,102.124219810163 53.9566574955277,102.124008460416 53.956921754536,102.124452294886 53.9569186456162)));0106000020E6100000010000000103000000010000000C000000A41CC206F787594056ED674F7CFA4A400EFD74CA04885940BC895B9174FA4A408CB73194038859408A826BB46BFA4A406AB3588D098859404D7924136AFA4A40B59872AD0A885940BB50BF7864FA4A400512539DFB875940EF4F115562FA4A406CAEDED5FA8759400EF27FCE6BFA4A40A85B6FDAF6875940EAE2F0176BFA4A40C5C6075AF28759407DDA3F9870FA4A40968AA537F3875940E361B8C073FA4A407F7A2EC1EF87594012487C697CFA4A40A41CC206F787594056ED674F7CFA4A40
354;MULTIPOLYGON (((101.545606643834 53.5208162637871,101.545366083296 53.5204208519805,101.54478590788 53.5204587107174,101.544092527505 53.5205176020189,101.543604331119 53.5205554606694,101.54345574961 53.5208583286557,101.543165661902 53.5209130129225,101.542932176674 53.5211948461011,101.543109059423 53.5213336587686,101.543802439798 53.52128738793,101.543710460768 53.5209382517911,101.545068920278 53.5209676971187,101.545019393109 53.5208457091995,101.545606643834 53.5208162637871)));0106000020E6100000010000000103000000010000000E000000D5EF2038EB62594062187A1BAAC24A40A7062547E7625940D3B485269DC24A40A46AB6C5DD6259408BB91A649EC24A4072E87669D2625940EED41E52A0C24A40AF07D269CA62594026AAB38FA1C24A407BD99FFAC762594075B6577CABC24A40798BE839C36259400F481147ADC24A40B3B09966BF6259408B6C4183B6C24A408518804CC26259408A5BB30FBBC24A40B79ABFA8CD625940027D8D8BB9C24A4077DFF526CC625940CF56C91AAEC24A403EAAC068E2625940D9B2CA11AFC24A40B1450599E16259400BA37B12ABC24A40D5EF2038EB62594062187A1BAAC24A40
355;MULTIPOLYGON (((101.541177499807 53.5213126265755,101.541276554146 53.5212579428245,101.541729373983 53.5209214258804,101.541609093714 53.5208078508084,101.540965240508 53.5208625351403,101.540922788649 53.5207784053696,101.540561947841 53.5207741988767,101.540484119432 53.5209130129225,101.540972315818 53.5210392071149,101.541078445467 53.5211611944769,101.54072467997 53.5211738138391,101.540321387303 53.5211317492837,101.540639776251 53.52128738793,101.541177499807 53.5213126265755)));0106000020E6100000010000000103000000010000000E00000023C0F3A6A26259401B11455FBAC24A4083896A46A4625940119B8C94B8C24A408822AEB1AB62594094F8A38DADC24A40F12D30B9A96259406F5CE7D4A9C24A404C10AC2C9F625940D311A19FABC24A4026BA9D7A9E62594042C3E5DDA8C24A401BDC23919862594055639CBAA8C24A40F03DB44A976259400F481147ADC24A40B31E594A9F625940033FA969B1C24A407BF67C07A16259407E1CF768B5C24A401E27B03B9B6259403AFCD2D2B5C24A40EDF227A094625940560AF671B4C24A408C7A93D799625940027D8D8BB9C24A4023C0F3A6A26259401B11455FBAC24A40
356;MULTIPOLYGON (((101.971051066403 54.0384290149281,101.971544844198 54.0381727639597,101.972119004423 54.0384694754629,101.972934311944 54.0385166793704,101.972164937242 54.0379299984273,101.973921867533 54.0370196150539,101.975678797824 54.0359338725196,101.974955355939 54.035374130819,101.972153454037 54.0369926404275,101.97208455481 54.0369252037852,101.971338146516 54.03681730493,101.970327624519 54.036311525313,101.969604182634 54.035765276415,101.96946638418 54.0358192272428,101.968283614115 54.0355022651264,101.967663521071 54.0357922518377,101.968409929365 54.0364261692322,101.968065433229 54.0367498680033,101.971051066403 54.0384290149281)));0106000020E61000000100000001030000000100000013000000993C5FB3257E5940B62AF13DEB044B40611B6DCA2D7E594005675AD8E2044B4048F4A032377E5940F3805991EC044B402BBD468E447E59408A1F531DEE044B406DF148F3377E59402C64E3E3DA044B40767A62BC547E5940C7FB090FBD044B4080037C85717E594029A52B7B99044B405B3426AB657E5940FB7EB72387044B4012F21EC3377E5940166AC22CBC044B40C3F622A2367E5940EA530FF7B9044B402F2979672A7E5940F44CF06DB6044B40BA6D09D9197E5940F7D726DBA5044B40959EB3FE0D7E59407544E2F493044B40F7A7BBBC0B7E5940B4C974B995044B401AF8D55BF87D59406ED395568B044B400F22FA32EE7D5940EB8B2BD794044B40A3EFA36DFA7D594012C9DA9CA9044B40D306B8C8F47D59406E9A3C38B4044B40993C5FB3257E5940B62AF13DEB044B40
357;MULTIPOLYGON (((101.697728512893 53.8631212305019,101.697990220981 53.8629136780044,101.698351197653 53.8624746212514,101.697976684356 53.8622271508694,101.697534487932 53.8623708435275,101.697358511805 53.8622191679295,101.696974974091 53.8625198576146,101.697493878057 53.8628125623121,101.697642780934 53.8627646653199,101.697728512893 53.8631212305019)));0106000020E6100000010000000103000000010000000A0000002D177E95A76C594096BEA8C17AEE4A40A3022DDFAB6C5940662695F473EE4A40B1C238C9B16C5940CFF3819165EE4A407D2B66A6AB6C59408A5A93755DEE4A400160B167A46C5940BEFCF42A62EE4A408B729885A16C5940EB1E9C325DEE4A407CF6EB3C9B6C59407A4DFA0C67EE4A4090DA5CBDA36C5940AEDA5CA470EE4A40BB19E82DA66C5940C0D892126FEE4A402D177E95A76C594096BEA8C17AEE4A40
358;MULTIPOLYGON (((102.046463211435 53.9665857710437,102.04222243154 53.963829561667,102.037500165718 53.9665530897869,102.036222376142 53.967391900601,102.038240913298 53.9687099977725,102.039703889768 53.96790389371,102.041944651197 53.9692110816286,102.046463211435 53.9665857710437)));0106000020E610000001000000010300000001000000080000002665D540F9825940B0B42115B9FB4A40CDA7B6C5B38259408E235FC45EFB4A409E56186766825940C23DFB02B8FB4A40743AA8775182594090BF6F7FD3FB4A40FBFE038A72825940DDDE6FB0FEFB4A40F7042F828A825940E8935846E4FB4A4087489E38AF8259400042D51B0FFC4A402665D540F9825940B0B42115B9FB4A40
