oblname;admcode;frname;frcode;oivcode;uncodefr;codefr;fryear;oivname;id;is_deleted;classname;created_by;edited_by;edited_on;created_on;published;geom
Иркутская обл.;;Ангарское;0620007201;062;00072;01;;Агентство лесного хозяйства Иркутской области;1;f;;"";;2020-01-31 10:04:20.139345;2020-01-31 10:04:20.139345+08;f;0106000020E6100000010000000103000000010000006300000076B1A7BFEC455A40979AF4F9D3174A40A2C4611561455A40979AF4F9D3174A40126102A58B425A4001864DB36C184A40B2104AF0AA3E5A402E23A25620184A40F20F96DC213C5A402E23A25620184A402A998FB0573A5A401872F2E3EE164A40360FE2C898395A408498405BD8144A40FA70335667385A404220D207FC0D4A404AE6D15A1F355A408B95700CB40A4A403AE5778BA1335A40D40A0F116C074A402AAA1A31B1315A4074BA565C8B034A40B6F76A330D305A40146A9EA7AAFF4940169BAC77362E5A40BEC3EF3EF8FC49402A73CC7C3E2E5A408BE064FAE9FC4940A26F6CBF7A2D5A4060CCF01B36FC49403A285DA4D72C5A405E07522C6EFB4940AAF6DEBCD12C5A40AB84E88F77FB49403E00FDB9262C5A4055AB9C8187FC4940F2D49619DA2B5A40EC667FA05CFD4940F2E61D654C2B5A407CBEC69835FE4940FA4D6D85DD2A5A403AFE7E108DFF49400E901470732A5A4042E0AFA60B004A40F2893D00BE285A402C8404B5AD004A4046A48E772F285A40DE5D97E970014A40D2C8562065275A40EAAC638AE9034A402A619E7CB7265A40DB1AF9A586044A400E3ACFE229255A4068451F895D054A40CEC577802C235A4059894D8C2E084A400EB75ECE8A215A405CD6B9B380094A40EAA9B6B7B5205A40BD02362C350A4A404210D36ABA1F5A400637D9A67B0A4A40120BEF51431F5A405264FAE6FD094A40E67AA8C89C1E5A40F8E574E2FD074A40469E9BD8D11D5A4045FA6C6B6B064A4056C7C7E7A81D5A403C0C7A3722044A40AE3C0B59551D5A40333D5717D4034A40E6A023DD621C5A4064F212E5D0034A40BA2DFD5D151C5A400AC1A1BFA9034A40220F8AA1ED1A5A408186A474BB024A405E22E417F9195A40161A63C290024A4056D86F07591A5A40B4AE2C992F044A404E5DA59AFD1A5A40E0FBB73F15054A40866D98C9991B5A401A6722C530064A403ACE74E9BE1C5A4000EDC2079D074A40BACF62DD431D5A403159ECCED1084A401E34CD3EE61D5A405AD26D63950A4A408A3DABD4251E5A40C6E27A588B0C4A40EE1FC720E11D5A408956030E0D0E4A40AAC08CD3771D5A4078BF2D6C8E0E4A4022B7FBC9B61C5A40F479E316860E4A40FA2BB4AB241C5A40950B09B0F90D4A407A57F942E11B5A40C45A49F3530E4A403A77AFEBBB1B5A4011E6AD8F0E0F4A40D6B92C3DF21B5A4094209A1BC1104A40A6A0C61D8C1B5A407551B73768114A40128A2FD8A21B5A404CAFF0427B114A4016183A62AC1B5A40742A5ED48A124A400ABD9AB05B1B5A40D48741AFAB134A40F2ECF9D4F01A5A40346DCAD83A144A406AF1E297761C5A40525EBA0277184A40DEA57420731C5A4039147A7458184A40B21D90479A1E5A408A6FEDF3811B4A40C677C3FF9B205A409205BCA130204A40C615917AF2215A40C8663CEE34254A404EEC9DE872225A40EC0B57FD8D294A4056CA5087C8225A40F4035830E62C4A406AF3EA7C75255A4004B1710CE72D4A407E1C857222285A400413A491902C4A401A4DC598A42A5A40E0A92478E42A4A40B64C6CFCD12D5A40EC0B57FD8D294A40429FF983FE2F5A40EC0B57FD8D294A404A1B7A9DAA315A40EC0B57FD8D294A40CEC0ED48D6325A40E4F40BCF3B2D4A404A35C831AD345A40044F3F873D2F4A40F6E18871DB385A40044F3F873D2F4A40A606B021883A5A40CE606537EA304A40720B6FD9D83A5A40747825EF3A314A401AA5D2EF253B5A408495F76903314A40CA03E745533B5A40BE08235BF5304A407200E890F13B5A40CA79AE45C4304A405AE05439073D5A407C592D5F80304A40622F64ADB53D5A40E2262F749D304A4002C55EAE593E5A40C9AC1341E3304A4026166A4DF33E5A401F71AC8BDB304A40EA361AC05B405A40454772F90F314A406278C49F83405A40B24E7EC040314A401609D2D1B9405A40668954D9F6304A40E25CE3D0AE415A409731C3BB66304A40AAB474EE3E425A406EFC0C26802F4A408610862A6A425A4091A47B08F02E4A40AAB474EE3E425A40967AEC27962D4A40AAB474EE3E425A408E505D473C2C4A40AAB474EE3E425A40581BA7B1552B4A401A2B6175DD425A401F49A9EE8B2A4A4032106038A7435A40F613F358A5294A409A8ACCDDE0435A40809986B36B294A406E4D160BC4435A4016E3FB0321244A40EA39C9263E465A40A11C71DA69204A4076B1A7BFEC455A40979AF4F9D3174A40
Иркутская обл.;;Балаганское;0620007302;062;00073;02;;Агентство лесного хозяйства Иркутской области;2;f;;"";;2020-01-31 10:04:20.205914;2020-01-31 10:04:20.205914+08;f;0106000020E61000000100000001030000000100000006010000FEF0FFBF5ED259404203002017AF4B4062E8FFBF6BD35940B603FFDF01AC4B40F6FEFF9FCDD45940E69D0020EDA74B401A7EFF9F70D55940EC9E00805FA44B40023A004020D659408675FF9F1DA04B40DE800000FDD5594056ADFF1F199A4B40B25200E0E6D5594089F2FEDF1B944B40B2B2FFFF54D55940C621FF5FC48E4B409A250020A3D45940A7340060E48A4B4022F3FF7F03D359403A0BFF7F62874B40221000A033D25940D405FF9F66854B40365A008007D1594003DA0020B2824B406E7A00C04ED059402ECE000088804B40BA44000098CE594096DCFF9F017E4B40A2170040F4CC59408CEAFF7F907B4B40DE1A00608BC959404EB200406A784B406EF7FFFF4CC85940D679FF1FA7764B402EE5FF9FF4C6594030EB002098744B40668800A0DDC559401EFBFEDF2E724B40AE26008035C55940F441FF9FEB6F4B406E7A00C0CEC4594004570060306D4B4086DBFF3F8FC45940BBECFF3FF5694B408EA1FFFF2EC4594003CC0040A3674B403ABAFF9FD5C35940A677FF5FC2644B40C6D0FF7F97C35940F62A0000DF614B40AA4300A0C5C359405E39FF9F585F4B40720600404EC55940CEB900E08A5D4B40B23500C0D6C659408C3BFF5FBD5B4B40061D0020D0C859407E3AFFFFCA5A4B402A1F00E054CA5940C4D0FF7F97594B40E66300E0ECCB5940152C006011584B40E6E0FF1F8BCD5940ED8F0040DE554B40F2C4FF5F0DCE59403019FF5F71534B40BA7E004098CE5940E2E600A08E504B4086DBFF3FAFCE5940C6FBFF7F364E4B40F6E1FF7FDDCE59406BF7FFFF6C4A4B4086DBFF3FAFCE5940428600E018464B402EE5FF9FF4CE5940DB2800403A414B404A5B00E039CF59404E72FF7F463B4B409A42004033CF594052FEFEFF05384B40BADEFF5FE6CE59401452FF3F9F344B40B65200E086CE59408E9900A023314B402676004085CC59407ECCFFFF8D2D4B40BEFBFF7F76C85940B3D500A068284B402A680060B6C65940769700E0FE254B4022F3FF7F23C55940741DFFDFBA234B407EE9FF1F3EC35940A085FF3F51204B40BEDEFF5F86C1594046120060D81C4B403E80FF5F35C05940C3FBFF7F76194B40026600A091BF5940C4A4FF1F06164B40A6170040F4BE59407E83FF7FAC124B4052CAFF3FE9BE5940C62700E007104B403E3D006077BF59408666FF5FDC0D4B404E9EFFDFB7C0594038C00020B90B4B40FAF0FFBF7EC25940D15CFFFF16084B409E85FF3FD1C459402F62FFDF12054B409A250020A3C659403445FFBFC2024B40D288FF5F68C859409C1FFF9F9FFF4A40E22900A06CCA5940A2F4FE9FC0FB4A4016B8FFDFF0CB5940D496FF3FF7F84A40D2EEFFFF19CE59400C8300C081F34A40CE7F00A06ACF59406CAEFF7F0BEF4A404AF5FF3F48D059405204008049EB4A4046E0013872D05940F4533FF0EAE94A409A78F50173D05940B2653D45E6E94A405AC72F5E81D05940A96644136FE94A408FE4F21FD2CF5940E0BE0E9C33EA4A40F2452B2CF5CE5940CEF5A892DDEA4A4016D7A3703DCE5940CF66D5E76AEB4A400D71AC8BDBCC5940DCD7817346EC4A4016BE30992ACC5940DBF97E6ABCEC4A4008AC1C5A64CB594024AE47E17AEC4A40FB3A70CE88CA5940CE88D2DEE0EB4A40A167B3EA73C959408638D6C56DEC4A405EE3A59BC4C85940BF7D1D3867EC4A4087A757CA32C859405DFE43FAEDEB4A404260E5D022C75940B30C71AC8BEB4A402063EE5A42C65940EBE2361AC0EB4A40E8D9ACFA5CC55940A323B9FC87EC4A40295C8FC2F5C459404E7958A835ED4A401671AC8BDBC45940DAACFA5C6DED4A4039D6C56D34C459408E06F01648F04A401D38674469C35940454772F90FF14A401E83C0CAA1C15940D1915CFE43F24A4062A1D634EFC05940FE9E3C2CD4F24A40B81E85EB51C05940234A7B832FF44A40C7BAB88D06C059403F355EBA49F44A406B9A779CA2BF59405C8FC2F528F44A40C286A757CABE594034A2B437F8F24A409EF2D117BFBE5940E0C888EDE9F24A405F07CE1951BE5940EE7C3F355EF24A40FE97DD9387BD5940ED0DBE3099F24A40D290A39964BB5940AF5F88C0C4F34A409FABADD85FBA59406A4DF38E53F44A40EFC9C342ADB95940A245B6F3FDF44A4046BD529621BA594003780B2428F64A4075029A081BBA59408104C58F31F74A4058CA32C4B1BA59405EBA490C02FB4A40B98D06F016BC5940FDF675E09C014B40A301BC0512BC59407CF2B0506B024B40265A643BDFBB59403411363CBD024B40984C158C4ABA594008AC1C5A64034B40C898BB9690B759406688635DDC064B406A7FD93D79B45940E17A14AE47094B4010E9B7AF03B35940D42B6519E2084B40F5DBD78173B259400E2DB29DEF074B402063EE5A42B259408FE4F21FD2074B400AED070225B2594026D8D1085B074B404C37894160B15940B1BFEC9E3C044B40E9482EFF21B15940EE7C3F355E024B408E7CD0B359B159405227A089B0014B40C2490C022BB35940ACADD85F76FF4A40CE88D2DEE0B359407593180456FE4A404182E2C798B3594012143FC6DCFD4A40BA7BF2B050B359402FDD240681FD4A4056A60A4625B15940D8F0F44A59FE4A40A301BC0512B05940BE69DE718AFE4A40ED0DBE3099AE59403BDF4F8D97FE4A4002E61F5273AD594009595A6979FE4A4062423EE8D9AC5940CAC342AD69FE4A40B23CBCA584AC5940956607F72BFE4A40711B0DE02DAC594004E78C28EDFD4A40B2F9FD0AD5AB5940CDA0C4FBF2FD4A405EBA490C02AB59405917B7D100FE4A40264A8E1D6FAA594048D924D77EFD4A402EC286A757AA5940764F1E166AFD4A409A707E493EAA5940E48506FF6EFD4A401973D712F2A95940CC7F48BF7DFD4A40BE15FBCBEEA959404BEA043411FE4A40211FF46C56A9594003098A1F63FE4A404EB6F3FDD4A859409E5E29CB10FF4A406A4DF38E53A8594072F90FE9B7FF4A40328716D9CEA75940713D0AD7A3004B4065AA605452A7594029CB10C7BA004B40A6CDAACFD5A65940E3C798BB96004B401A51DA1B7CA55940D5E76A2BF6FF4A406AEE5A423EA45940AC8BDB6800FF4A40021D99F31EA4594060E0641BF8FE4A40D6EEFFFF19A45940C2A4FF1F06FF4A40F21B00C01DA3594074C30040D0014B40F6FEFF9F4DA259408AF2FEDFDB034B40925F006083A159405E3F00201C064B403EBAFF9F95A05940C4F5FEFFF2064B40DA370080DB9E5940D2F6FE5FE5074B40A27D00E0059E5940FD15FF3F5A094B40AE260080959D594078BDFFBF0C0B4B409E85FF3F119E5940B269FF7FB30C4B40824100E0209F59403ECF0060FA0D4B407683FF7F0CA0594092330000320E4B404612006018A1594042FDFE9F530E4B4072DAFFDF5CA25940864100E0C00E4B402A1F00E0D4A35940D96BFF3F180F4B40662200004CA5594012B8FFDFD00F4B409EA2FF5FC1A559405AADFF1FD9114B402A68006036A65940A0A800E024144B400A8CFF7F5FA659403C80FF5F15164B402A1F00E074A6594022AAFFFF41184B40EE7A91BF8AA659405AE2D4E30B194B40CADFFFBF98A65940FB8AFF1F8D194B40B2B2FFFFF4A659405EFC00207E1B4B40367700A017A85940ACF4FE9F801D4B403ABAFF9F95A9594085980040B11E4B40F6C4FF5F0DAB594005BD0000E21F4B407E4F00C02FAB5940BF12FF1F43224B40827B0020C1AA59405F90FFFF48234B40FE8AFF1FADA95940E3D1FFDF89234B408E6D0040D2A859401643FFFF1D244B40EA0C00805CA75940D288FF5F28254B40CE79FF1FC7A659408692FFBF2D264B4012F2FF1F51A7594093E20020C5274B407A1500804FA8594010F800A0F4284B404A5B00E019A85940433D0060372A4B40765D00A03EA7594066790060BC2A4B40021D002050A65940F7E70000412B4B40C22700E0E7A459403C110000A62B4B401E010060B2A35940E48F00405E2C4B402AE5FF9F94A259405ACAFF3FE92D4B400AE3FFDF0FA259403BBAFF9FF52F4B402276004045A25940056EFFFFFC314B40FED3FF9F6EA259408CCDFF5FC0334B40067DFF3FDEA159405D39FF9F18354B406282FF1FDAA059405CFC00207E364B40EA7200208E9F5940705D00A01E384B409E85FF3F919F5940A60E018096394B401EE4FF3F62A05940359400C0273B4B400E7500E032A159409410FF5FDE3C4B40F6810060EFA05940FCFEFF9F4D3E4B402A0200C064A05940F4D2FF3FBC3F4B400A7DFF3FBEA059402252FF3F1F404B405E3F00201CA159400099FFFF5B414B40A2BFFF7F31A15940387FFFFF62434B40D279FF1FE7A05940A4A2FF5FE1444B40B2ECFF3F15A059401243FFFF5D464B4012A9FF9FCF9E5940F6C3FFFFBA474B40DE3700801B9D5940E0EEFFFF59494B40122C0060719C5940CA9B0060484A4B40721400205D9B5940529500205A4C4B4052780000CA9A59401CA9FF9F4F4E4B40523E00C0A99A594018DB0080E4504B4056E7FF5F399B5940A410FF5FDE524B409A93FF1F609C594076FFFE5FF8534B40068300C0E19D59408C49FF3F0C554B40FA98FFFFBB9F5940BE100140FB564B40F2C2C16039A059400E3575F6C5574B407A0600402EA1594014A000E051594B40C6D0FF7FD7A15940FCCA00E0F05B4B40CE36002069A25940FCD90020725D4B40825E000031A2594040B100E0775F4B40821500804FA15940069AFF5FCE614B40BEDEFF5F86A15940864000804E634B40AA510080B4A259405280FF5F95644B40E67AFF7F79A3594040110000A6664B4036F4FFDF95A35940509DFF7FA5684B4076230060DEA359401A840020346B4B403611000006A4594066F0FE1FF76D4B40E2D1FFDF69A45940769700E0FE6F4B40DE3700807BA55940E24EFF1F08734B40DE5400A0EBA559402C8DFFDF71754B405E1300C04AA55940BE03FFDFC1774B40B6ECFF3F55A459403E28FF9FF2794B4036C8FF7F64A35940FA9E0080DF7C4B40626B00806DA459406081FFBF077E4B403EF4FFDF55A55940FC06FFFF187F4B403A8EFF3F84A65940E0C2FF9F48814B4076DAFFDF5CA75940FAFEFF9F0D844B40DA4500600AA85940E623FF1F69854B40A251008094A85940CC70006069884B40EAEFFF5F2CA959405C7900603C8B4B40067DFF3FFEA959402C8DFFDF718E4B4092EAFF7FF0AA59403236FF7F01924B40D6EEFFFFF9AB594078FD0080B0934B402E1F00E014AD5940F32A0000DF964B404A12006078AD5940C7E400E0299A4B40E2FDFF3FDBAD594038760040E59D4B40E6C3FFFFBAAD59401852FF3F9FA14B401A670000A4AC59405A63FF3F85A34B40C270006029AB5940AABFFF7FF1A54B403A7700A017AA59400A8200604FA84B406290FFFF88A959405A63FF3FC5AA4B40F6640040DFA959408F4100E000AE4B404A9EFFDFB7AA5940A768FF1F01B24B40CEFCFFDF48AB5940E2C80020CCB54B40F24700200FAC5940EEEFFF5F4CB94B40AE09006025AD59403C0901A09AB84B408A4100E000AE59408ABEFF1F7FB74B40F67BFFDF2BAF5940E6D1FFDF09B64B400A7DFF3FFEB0594076A0FF9FBCB24B406E140020DDB25940BC6F000077AF4B40FEF0FFBFDEB559409A01FF1F9DAA4B4072DAFFDF1CB75940102C006091A84B405A4D00000BB85940F8F500E04FA74B406A0500E09BB95940E6EEFFFF59A74B40BAC1FF3FB6BB5940F8F8FE1F0AA84B4072A0FF9F7CBD594038F3FF7F23A74B4056CAFF3F49BE59405ED000C02CA64B40A6CEFFBF72C05940927B002021A44B406EF7FFFF8CC15940B62FFF3F93A44B404AE6FFFFA6C45940A03CFFBF6FA64B40B686FF9F03C95940EA40FF3FF9A84B40C6D0FF7FD7CC5940BA5AFF3F72AB4B40D6280040FACF59403C7700A097AD4B40FEF0FFBF5ED259404203002017AF4B40
